Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,NG31,1,,1,,NG31,97.13,,97.13
,NG32,1,,1,,NG32,150.54,,150.54
,NG33,1,,1,,NG33,83.68,,83.68
,NN1,1,15,16,,NN1,120.56,4485.46,4606.02
,NN11,,1,1,,NN11,,198.06,198.06
,NN12,1,,1,,NN12,94.41,,94.41
,NN13,,3,3,,NN13,,677.11,677.11
,NN14,,7,7,,NN14,,1986.1699999999998,1986.1699999999998
,NN15,1,3,4,,NN15,100.02,642.38,742.4
,NN16,,5,5,,NN16,,1053.02,1053.02
,NN17,1,1,2,,NN17,315.14,235.92,551.06
,NN18,,1,1,,NN18,,388.44,388.44
,NN2,1,5,6,,NN2,100,1023.53,1123.53
,NN29,1,1,2,,NN29,94.22,329.32,423.53999999999996
,NN3,1,8,9,,NN3,80.01,1849.52,1929.53
,NN4,,5,5,,NN4,,1451.6,1451.6
,NN5,2,,2,,NN5,375.8,,375.8
,NN6,1,1,2,,NN6,247.19,336.04,583.23
,NN7,1,2,3,,NN7,169.7,267.84000000000003,437.54
,NN8,2,4,6,,NN8,283.86,842.25,1126.1100000000001
,NN9,1,4,5,,NN9,111.25,590.52,701.77
,NR10,,1,1,,NR10,,181.21,181.21
,NR11,,1,1,,NR11,,91.59,91.59
,NR12,,3,3,,NR12,,1073.6599999999999,1073.6599999999999
,NR13,,3,3,,NR13,,814.1300000000001,814.1300000000001
,NR14,2,2,4,,NR14,176.16000000000003,628.33,804.49
,NR15,,1,1,,NR15,,368.79,368.79
,NR17,,1,1,,NR17,,235,235
,NR18,1,1,2,,NR18,75,150,225
,NR19,,4,4,,NR19,,796,796
,NR2,,1,1,,NR2,,310,310
,NR20,1,,1,,NR20,233.9,,233.9
,NR21,1,6,7,,NR21,134.7,1648.1299999999999,1782.83
,NR24,,1,1,,NR24,,482.03,482.03
,NR28,,2,2,,NR28,,377.58,377.58
,NR3,1,4,5,,NR3,83.43,1014.9100000000001,1098.3400000000001
,NR31,5,1,6,,NR31,699.3199999999999,240.23,939.55
,NR32,,1,1,,NR32,,196.67,196.67
,NR33,2,2,4,,NR33,215.33999999999997,191.69,407.03
,NR34,,1,1,,NR34,,222.51,222.51
,NR4,,3,3,,NR4,,773.53,773.53
,NR5,,3,3,,NR5,,620.08,620.08
,NR6,,1,1,,NR6,,327.57,327.57
,NR7,1,4,5,,NR7,128.67,1209.1599999999999,1337.83
,NR8,2,2,4,,NR8,211.53,595.56,807.0899999999999
,NR9,,1,1,,NR9,,306.77,306.77
,PE11,7,13,20,,PE11,894.6800000000001,3591.65,4486.33
,PE12,1,2,3,,PE12,263,546.17,809.17
,PE13,,4,4,,PE13,,921.79,921.79
,PE14,,1,1,,PE14,,186.32,186.32
,PE15,1,1,2,,PE15,166.32,179.21,345.53
,PE16,,1,1,,PE16,,284.86,284.86
,PE19,2,3,5,,PE19,291,952.78,1243.78
,PE21,,1,1,,PE21,,368.56,368.56
,PE22,1,,1,,PE22,75,,75
,PE25,1,1,2,,PE25,110.61,191.17,301.78
,PE28,2,1,3,,PE28,278.32,124.02,402.34
,PE29,1,1,2,,PE29,328.43,170,498.43
,PE30,3,6,9,,PE30,421.79,1517.17,1938.96
,PE31,,1,1,,PE31,,448,448
,PE32,,1,1,,PE32,,338.81,338.81
,PE33,,2,2,,PE33,,672.88,672.88
,PE34,1,1,2,,PE34,138,188.24,326.24
,PE36,,1,1,,PE36,,238.8,238.8
,PE37,,2,2,,PE37,,551.5899999999999,551.5899999999999
,PE6,1,1,2,,PE6,149.18,229.24,378.42
,PE7,,1,1,,PE7,,339.23,339.23
,PE8,,2,2,,PE8,,245.29000000000002,245.29000000000002
,PE9,,4,4,,PE9,,1035.71,1035.71
,RM16,1,1,2,,RM16,176.14,293.8,469.94
,S8,,1,1,,S8,,281.64,281.64
,SG17,,1,1,,SG17,,239.27,239.27
,SG19,1,,1,,SG19,75,,75
,SG5,4,2,6,,SG5,477.51,126.35,603.86
,SG6,,1,1,,SG6,,323.04,323.04
,SG8,1,1,2,,SG8,177.52,192.67,370.19
,SS0,,2,2,,SS0,,662.97,662.97
,SS1,,1,1,,SS1,,304.81,304.81
,SS11,2,2,4,,SS11,416.91,439.99,856.9000000000001
,SS12,1,1,2,,SS12,176.36,84.4,260.76
,SS13,3,,3,,SS13,508.85,,508.85
,SS14,1,4,5,,SS14,75,1336.05,1411.05
,SS15,1,1,2,,SS15,124.84,316,440.84000000000003
,SS16,,1,1,,SS16,,307.04,307.04
,SS17,1,,1,,SS17,290.61,,290.61
,SS2,,1,1,,SS2,,257,257
,SS3,1,,1,,SS3,141.42,,141.42
,SS5,,2,2,,SS5,,588.41,588.41
,SS6,1,3,4,,SS6,149.68,766.37,916.05
,SS7,1,2,3,,SS7,126.98,565.55,692.53
,SS8,,4,4,,SS8,,1065.17,1065.17
,SS9,,1,1,,SS9,,342.3,342.3
,Grand Total,151,321,472,,Grand Total,20374.44,84268.72000000002,104643.15999999996
