Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,CO6,1,5,6,,CO6,90.7,1348.2100000000003,1438.9100000000003
,CO9,4,1,5,,CO9,683,190.86,873.86
,DN18,,1,1,,DN18,,255.25,255.25
,DN19,3,,3,,DN19,318.77000000000004,,318.77000000000004
,DN20,3,,3,,DN20,401.63,,401.63
,DN21,1,,1,,DN21,99.51,,99.51
,DN33,2,,2,,DN33,213.52,,213.52
,DN35,1,1,2,,DN35,150.58,219.65,370.23
,DN37,,1,1,,DN37,,153.53,153.53
,IP1,,1,1,,IP1,,150,150
,IP11,,1,1,,IP11,,249.6,249.6
,IP12,3,,3,,IP12,307.73,,307.73
,IP15,2,,2,,IP15,282.84,,282.84
,IP17,1,,1,,IP17,75,,75
,IP20,1,,1,,IP20,156,,156
,IP21,1,,1,,IP21,118.65,,118.65
,IP24,,1,1,,IP24,,319.75,319.75
,IP26,,1,1,,IP26,,150,150
,IP27,2,,2,,IP27,266.6,,266.6
,IP28,17,2,19,,IP28,1976.06,633.4300000000001,2609.49
,IP30,,1,1,,IP30,,617.58,617.58
,IP31,2,,2,,IP31,351.24,,351.24
,IP33,1,1,2,,IP33,75,150,225
,IP7,2,1,3,,IP7,259.28999999999996,280,539.29
,IP9,,2,2,,IP9,,409.28,409.28
,LE15,2,,2,,LE15,150,,150
,LE16,2,3,5,,LE16,237.55,956.5699999999999,1194.12
,LN1,,1,1,,LN1,,483,483
,LN11,,2,2,,LN11,,325.13,325.13
,LN2,4,,4,,LN2,459.74,,459.74
,LN3,1,1,2,,LN3,92.87,222.02,314.89
,LN4,1,3,4,,LN4,238.96,715.87,954.83
,LN5,,2,2,,LN5,,360.11,360.11
,LU6,1,3,4,,LU6,276.18,669.8199999999999,946
,LU7,6,10,16,,LU7,560.51,2168.27,2728.7799999999997
,MK12,,1,1,,MK12,,366.97,366.97
,MK14,1,1,2,,MK14,119.53,329.67,449.20000000000005
,MK16,1,,1,,MK16,357.28,,357.28
,MK17,1,2,3,,MK17,166,300,466
,MK19,2,,2,,MK19,318.42,,318.42
,MK3,7,11,18,,MK3,1131.3799999999999,2673.28,3804.66
,MK40,,5,5,,MK40,,1201.94,1201.94
,MK41,2,,2,,MK41,334.51,,334.51
,MK42,,1,1,,MK42,,179.9,179.9
,MK43,,3,3,,MK43,,671.76,671.76
,MK44,,1,1,,MK44,,299.25,299.25
,MK45,1,1,2,,MK45,150,187.23,337.23
,MK46,,1,1,,MK46,,561.6,561.6
,MK5,,1,1,,MK5,,585.27,585.27
,MK6,,1,1,,MK6,,150,150
,MK8,,1,1,,MK8,,180.35,180.35
,NG31,,2,2,,NG31,,357.63,357.63
,NG32,,2,2,,NG32,,1067.76,1067.76
,NG33,1,,1,,NG33,80.83,,80.83
,NG34,1,1,2,,NG34,75,206.73,281.73
,NN1,,17,17,,NN1,,4993.57,4993.57
,NN10,1,,1,,NN10,75,,75
,NN11,1,1,2,,NN11,186.36,163.43,349.79
,NN12,3,,3,,NN12,497.46000000000004,,497.46000000000004
,NN14,1,5,6,,NN14,159.41,1287.2099999999998,1446.62
,NN15,,3,3,,NN15,,826.1299999999999,826.1299999999999
,NN16,,1,1,,NN16,,228.22,228.22
,NN17,1,1,2,,NN17,135.65,179.88,315.53
,NN2,,6,6,,NN2,,1615.75,1615.75
,NN29,1,,1,,NN29,97.12,,97.12
,NN3,1,12,13,,NN3,112.83,3099.46,3212.29
,NN4,1,1,2,,NN4,98.42,150,248.42000000000002
,NN5,2,1,3,,NN5,354.18,382.19,736.37
,NN6,,1,1,,NN6,,187.53,187.53
,NN7,2,2,4,,NN7,255.75,310.85,566.6
,NN8,2,4,6,,NN8,220.59,933.79,1154.3799999999999
,NN9,,1,1,,NN9,,275.42,275.42
,NR1,,1,1,,NR1,,272.65,272.65
,NR10,5,2,7,,NR10,639.12,830.6300000000001,1469.75
,NR11,,2,2,,NR11,,374.78,374.78
,NR12,2,4,6,,NR12,238.29000000000002,730.04,968.3299999999999
,NR13,2,2,4,,NR13,102.29,327.99,430.28000000000003
,NR15,1,,1,,NR15,120.02,,120.02
,NR16,,1,1,,NR16,,217.4,217.4
,NR17,2,,2,,NR17,265.28,,265.28
,NR18,2,1,3,,NR18,295.62,75,370.62
,NR2,1,2,3,,NR2,125.13,372.17,497.3
,NR20,4,1,5,,NR20,465.64,,465.64
,NR21,9,1,10,,NR21,1419.81,418.54,1838.35
,NR24,,1,1,,NR24,,253.25,253.25
,NR26,,1,1,,NR26,,236.72,236.72
,NR27,1,1,2,,NR27,95.02,305.53,400.54999999999995
,NR28,1,,1,,NR28,80.08,,80.08
,NR29,,2,2,,NR29,,416.82,416.82
,NR3,,3,3,,NR3,,547.7,547.7
,NR30,1,1,2,,NR30,222.76,405.55,628.31
,NR31,5,3,8,,NR31,629.1899999999999,929.0699999999999,1558.2599999999998
,NR32,2,2,4,,NR32,224.48,450.85,675.33
,NR33,7,2,9,,NR33,876.32,569.04,1445.3600000000001
,NR4,,1,1,,NR4,,255.71,255.71
,NR5,3,1,4,,NR5,374.27,313.86,688.13
,NR6,,3,3,,NR6,,728.6,728.6
,NR7,1,3,4,,NR7,138.08,669.95,808.0300000000001
,NR8,1,2,3,,NR8,134.01,694.73,828.74
,NR9,8,,8,,NR9,947.71,,947.71
,PE10,,1,1,,PE10,,234.05,234.05
,PE11,,6,6,,PE11,,1551.57,1551.57
,PE12,,4,4,,PE12,,957.78,957.78
,PE13,1,,1,,PE13,84.64,,84.64
,PE14,2,1,3,,PE14,256.35,87.7,344.05
,PE15,1,8,9,,PE15,130.28,1864.7,1994.98
,PE16,,1,1,,PE16,,166.02,166.02
,PE19,3,1,4,,PE19,273.83000000000004,304.02,577.85
,PE2,,1,1,,PE2,,304.35,304.35
,PE22,,1,1,,PE22,,283.73,283.73
,PE25,,3,3,,PE25,,730.79,730.79
,PE26,1,1,2,,PE26,88.98,310.51,399.49
,PE27,,4,4,,PE27,,1081.25,1081.25
,PE28,3,3,6,,PE28,571.8399999999999,740.9000000000001,1312.74
,PE29,1,4,5,,PE29,102,1113.27,1215.27
,PE3,1,2,3,,PE3,75,517.99,592.99
,PE30,2,2,4,,PE30,287.44,675.7,963.1400000000001
,PE31,2,3,5,,PE31,228.89,642.85,871.74
,PE32,1,1,2,,PE32,75,150,225
,PE33,,1,1,,PE33,,256.86,256.86
,PE34,1,,1,,PE34,75,,75
,PE37,3,,3,,PE37,314.9,,314.9
,PE38,3,1,4,,PE38,264.97,150,414.97
,PE4,,2,2,,PE4,,460.8,460.8
,PE6,3,2,5,,PE6,210.39000000000001,471.03999999999996,681.43
,PE7,1,3,4,,PE7,148.81,856.42,1005.23
,PE8,1,,1,,PE8,253.5,,253.5
,PE9,2,6,8,,PE9,206.26,1953.3200000000002,2159.58
,R10,1,,1,,R10,138.39,,138.39
,RM15,1,,1,,RM15,157.41,,157.41
,RM18,1,1,2,,RM18,149.92,308.7,458.62
,RM19,,1,1,,RM19,,236.38,236.38
,SG17,4,,4,,SG17,581.04,,581.04
,SG18,4,2,6,,SG18,534.91,563.2,1098.1100000000001
,SG19,2,,2,,SG19,187.89,,187.89
,SG6,,1,1,,SG6,,150,150
,SG8,,1,1,,SG8,,242.22,242.22
,SS0,,1,1,,SS0,,150,150
,SS1,1,3,4,,SS1,152,589.9,741.9
,SS12,3,5,8,,SS12,281.61,1266.91,1548.52
,SS13,2,5,7,,SS13,242.56,1367.8899999999999,1610.4499999999998
,SS14,,2,2,,SS14,,638.38,638.38
,SS15,1,1,2,,SS15,75,314,389
,SS16,7,1,8,,SS16,1043.23,315.42,1358.65
,SS17,,2,2,,SS17,,526.4000000000001,526.4000000000001
,SS2,2,2,4,,SS2,273.27,509.64,782.91
,SS3,1,,1,,SS3,83.21,,83.21
,SS4,2,,2,,SS4,286.15999999999997,,286.15999999999997
,SS5,2,1,3,,SS5,185.24,240.77,426.01
,SS6,3,2,5,,SS6,468.71,544.83,1013.54
,SS7,2,12,14,,SS7,392.99,3406.7300000000005,3799.7200000000003
,SS8,1,5,6,,SS8,119.2,1393.31,1512.51
,SS9,1,3,4,,SS9,102.9,1218.16,1321.0600000000002
,Grand Total,278,362,640,,Grand Total,36182.00999999999,92773.53,128955.54
