Date Raised,Town/City,Postcode,Flooding Category,Feedback Responsibility,Feedback Cause
2023-03-05,ST. AUSTELL,PL25 3EU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-03-05,LOSTWITHIEL,PL22 0EF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-03-05,TAVISTOCK,PL19 9NL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-03-05,BIDEFORD,EX39 4EZ,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-03-05,PAIGNTON,TQ3 1NN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-05,TEIGNMOUTH,TQ14 9EU,External inside boundary of property,Sewerage,Blockage - Fat
2023-03-04,NEWQUAY,TR7 1PA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-04,BRAUNTON,EX33 2EL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-03-04,TAVISTOCK,PL19 9PD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-04,Penzance,TR20 9DG,External inside boundary of property,Sewerage,Blockage - Roots
2023-03-04,EXETER,EX4 2DW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-04,EXETER,EX1 2QA,Internal Flooding,Private,Blockage Paper/Rag
2023-03-04,TOTNES,TQ9 5HL,External outside bounday of property,Sewerage,Blockage - Roots
2023-03-04,DARTMOUTH,TQ6 9QJ,External inside boundary of property,Sewerage,Blockage - Fat
2023-03-04,BRIXHAM,TQ5 0EF,External inside boundary of property,Sewerage,Blockage - Roots
2023-03-04,NEWTON ABBOT,TQ12 3RH,Internal Flooding,Private,Sewer condition
2023-03-03,PLYMOUTH,PL6 8BE,External outside bounday of property,Sewerage,Blockage - Silt
2023-03-03,NEWQUAY,TR7 2QE,External inside boundary of property,Sewerage,Blockage - Roots
2023-03-03,EXETER,EX5 2NG,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-03-03,LOOE,PL13 2LH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-03-03,PAIGNTON,TQ3 3QJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-03,TAVISTOCK,PL19 0EG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-03,HELSTON,TR13 8AU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-03-03,CORNWALL,TR1 2RB,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-03-02,LISKEARD,PL14 6QG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-02,LISKEARD,PL14 3JU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-03-02,BODMIN,PL31 2DL,Internal Flooding,Private,Blockage Paper/Rag
2023-03-02,BUDE,EX23 0PA,External inside boundary of property,Sewerage,Blockage - Roots
2023-03-02,NEWTON ABBOT,TQ13 7AE,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-03-02,EXETER,EX2 4SN,External inside boundary of property,Sewerage,Blockage - Roots
2023-03-01,EXMOUTH,EX8 2EZ,External outside bounday of property,Sewerage,Blockage - Roots
2023-03-01,FOWEY,PL23 1QR,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-03-01,GUNNISLAKE,PL18 9BH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-01,BARNSTAPLE,EX32 7DL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-01,BUDE,EX23 9JD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-01,PLYMOUTH,PL7 2EW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-03-01,IVYBRIDGE,PL21 0JX,Internal Flooding,Private,Blockage Paper/Rag
2023-03-01,TOTNES,TQ9 6SJ,External inside boundary of property,Sewerage,Blockage - Roots
2023-03-01,NEWTON ABBOT,TQ12 3LJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-03-01,EXETER,EX6 8LS,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-28,PLYMOUTH,PL6 7JN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-28,LOOE,PL13 2DT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-28,SALTASH,PL12 6DQ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-28,LAUNCESTON,PL15 8EA,External outside bounday of property,Sewerage,Sewer condition
2023-02-28,HONITON,EX14 3PL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-28,HONITON,EX14 2GW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-28,PAIGNTON,TQ3 2QZ,External outside bounday of property,Sewerage,Blockage - Fat
2023-02-28,BIDEFORD,EX39 3AQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-28,PLYMOUTH,PL7 2UN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-28,HELSTON,TR13 9DZ,Internal Flooding,Private,Blockage non sewage debris
2023-02-28,EXETER,EX4 7JJ,Internal Flooding,Private,Sewer condition
2023-02-28,TEIGNMOUTH,TQ14 9LP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-27,FOWEY,PL23 1DX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-27,CALSTOCK,PL18 9RN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-27,BODMIN,PL31 1QN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-27,LAUNCESTON,PL15 7DG,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-27,HONITON,EX14 2NU,External outside bounday of property,Sewerage,Blockage - Roots
2023-02-27,PAIGNTON,TQ3 2LT,External outside bounday of property,Sewerage,Blockage - Silt
2023-02-27,YELVERTON,PL20 7QG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-27,BIDEFORD,EX39 5PG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-27,BIDEFORD,EX39 5DH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-27,TORRINGTON,EX38 7NF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-27,PLYMOUTH,PL9 9SG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-27,PLYMOUTH,PL7 1PL,External outside bounday of property,Sewerage,Blockage - Silt
2023-02-27,Newquay,TR8 5HQ,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-02-27,NEWTON ABBOT,TQ12 3YY,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-26,ST. AUSTELL,PL26 7YD,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-26,SALTASH,PL12 6PD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-26,WADEBRIDGE,PL27 6HB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-26,NEWTON ABBOT,TQ13 9RJ,External outside bounday of property,Sewerage,Blockage - Roots
2023-02-26,CREDITON,EX17 3HY,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-26,TORQUAY,TQ1 4JJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-26,HELSTON,TR13 0SL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-26,EXETER,EX4 8PU,External inside boundary of property,Sewerage,Blockage - Fat
2023-02-26,PAIGNTON,TQ3 3TL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-25,ST. AUSTELL,PL26 8PN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-25,ST. AUSTELL,PL26 6RX,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-25,PAR,PL24 2HJ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-25,WADEBRIDGE,PL27 6HB,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-25,NEWTON ABBOT,TQ13 0LX,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-25,CREDITON,EX17 2AR,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-25,YELVERTON,PL20 6JP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-25,FALMOUTH,TR11 3PU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-25,EXETER,EX4 3AN,Internal Flooding,Sewerage,Blockage non sewage debris
2023-02-25,NEWTON ABBOT,TQ12 5SD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-25,NEWTON ABBOT,TQ12 3LN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-24,ST. AUSTELL,PL25 4QN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-24,ST. AUSTELL,PL25 3AQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-24,SIDMOUTH,EX10 9RN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-24,SIDMOUTH,EX10 9QW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-24,BRAUNTON,EX33 2AG,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-24,BARNSTAPLE,EX32 9LJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-24,NEWTON ABBOT,TQ13 9AD,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-24,PLYMOUTH,PL3 6QB,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-24,PLYMOUTH,PL7 4RD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-24,LYME REGIS,DT7 3ND,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-24,EXETER,EX4 2DN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-24,TOTNES,TQ9 6RF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-24,PAIGNTON,TQ4 6HU,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-24,PAIGNTON,TQ3 3UL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-23,ST. AUSTELL,PL25 3AQ,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-02-23,ST. AUSTELL,PL25 3AQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-23,CORNWALL,TR14 8SE,Internal Flooding,Private,Blockage non sewage debris
2023-02-23,TORRINGTON,EX38 8EX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-23,ST. IVES,TR26 2SN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-23,PENRYN,TR10 8QW,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-02-23,PAIGNTON,TQ4 6HU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-22,EXETER,EX2 7JL,External outside bounday of property,Sewerage,Blockage - Roots
2023-02-22,BARNSTAPLE,EX32 8EG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-22,SEATON,EX12 2RP,External inside boundary of property,Sewerage,Sewer condition
2023-02-21,PLYMOUTH,PL5 2PY,External inside boundary of property,Private,Blockage non sewage debris
2023-02-21,PLYMOUTH,PL5 1NL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-21,NEWQUAY,TR7 1PJ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-21,ST. AUSTELL,PL25 5JX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-21,CALLINGTON,PL17 8DS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-21,SALTASH,PL12 4UX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-21,ILFRACOMBE,EX34 9LZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-21,BUDE,EX23 8TS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-21,HONITON,EX14 4XF,External outside bounday of property,Sewerage,Blockage - Fat
2023-02-21,AXMINSTER,EX13 5BR,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-21,NEWTON ABBOT,TQ13 7AD,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-21,REDRUTH,TR16 6NX,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-02-21,TRURO,TR1 2DN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-20,ST. AUSTELL,PL25 3TX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-20,EXETER,EX3 0HF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-20,SIDMOUTH,EX10 8BR,External outside bounday of property,Sewerage,Suspected Hydraulic Overload
2023-02-20,LISKEARD,PL14 5QL,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-20,LISKEARD,PL14 5QL,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-20,LISKEARD,PL14 5DN,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-02-20,TRURO,TR4 8AW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-20,HAYLE,TR27 5AH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-20,CAMBORNE,TR14 8BB,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-20,PLYMOUTH,PL7 2AN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-20,PENZANCE,TR18 3LJ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-20,HELSTON,TR13 9JL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-20,FALMOUTH,TR11 3BZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-20,TOTNES,TQ9 7JL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-20,BRIXHAM,TQ5 8BH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-20,BRIXHAM,TQ5 0LZ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-20,TEIGNMOUTH,TQ14 9HD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-20,TORBRYAN,TQ12 6EF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-20,ST AUSTELL,PL26 7FP,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-19,CALLINGTON,PL17 8DE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-19,LISKEARD,PL14 3TP,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-19,WADEBRIDGE,PL27 7TP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-19,NEWTON ABBOT,TQ13 9QJ,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-02-19,TORQUAY,TQ2 6PR,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-19,TORQUAY,TQ1 1NA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-19,TAVISTOCK,PL19 9JG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-19,PLYMOUTH,PL8 2JS,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-19,SALCOMBE,TQ8 8BU,Internal Flooding,Private,Blockage Paper/Rag
2023-02-17,SALTASH,PL12 5EA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-17,TORPOINT,PL11 2NA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-17,NEWTON ABBOT,TQ13 0LU,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-02-17,PLYMOUTH,PL4 6EP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-17,PAIGNTON,TQ4 6BU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-17,PAIGNTON,TQ4 5HA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-17,CAMBORNE,TR14 8BT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-17,BRIXHAM,TQ5 9SF,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-16,ST. AUSTELL,PL25 5DE,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-16,LISKEARD,PL14 3EF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-16,SALTASH,PL12 4XZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-16,TORPOINT,PL10 1NQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-16,BARNSTAPLE,EX31 1QL,Internal Flooding,Private,Blockage Paper/Rag
2023-02-16,OKEHAMPTON,EX20 1QE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-16,TRURO,TR4 8EE,External outside bounday of property,Sewerage,Blockage - Roots
2023-02-16,REDRUTH,TR15 2DP,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-16,FALMOUTH,TR11 3JH,Internal Flooding,Private,Blockage non sewage debris
2023-02-16,SOUTH BRENT,TQ10 9PU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-15,BARNSTAPLE,EX32 7RE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-15,BARNSTAPLE,EX32 7RE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-15,CREDITON,EX17 6AN,External outside bounday of property,Sewerage,Partial Collapse-Sewerage
2023-02-15,PAIGNTON,TQ4 6AL,Internal Flooding,Sewerage,Blockage - Fat
2023-02-15,PLYMOUTH,PL9 9RB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-15,TRURO,TR1 2BN,Internal Flooding,Private,Blockage Paper/Rag
2023-02-15,Paignton,TQ4 7HB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-15,NEWTON ABBOT,TQ12 6AJ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-15,DAWLISH,EX7 0BD,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-14,PLYMOUTH,PL5 2RB,External inside boundary of property,Sewerage,Blockage - Fat
2023-02-14,PLYMOUTH,PL5 1EW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-14,ST. AUSTELL,PL26 8UZ,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-02-14,ST. AUSTELL,PL26 8UZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-14,LOOE,PL13 2PL,External outside bounday of property,Sewerage,Blockage - Roots
2023-02-14,ILFRACOMBE,EX34 0AP,External inside boundary of property,Private,Sewer condition
2023-02-14,NEWTON ABBOT,TQ13 9JZ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-14,TORQUAY,TQ1 1HW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-14,HAYLE,TR27 5AH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-14,PLYMOUTH,PL9 9RD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-14,PENRYN,TR10 8PG,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-14,DARTMOUTH,TQ6 0AL,Internal Flooding,Private,Blockage - Roots
2023-02-13,NEWQUAY,TR7 3NB,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-13,FOWEY,PL23 1DA,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-13,EXETER,EX2 7JW,Internal Flooding,Private,Blockage - Roots
2023-02-13,EXETER,EX2 7JW,External outside bounday of property,Sewerage,Blockage - Roots
2023-02-13,BARNSTAPLE,EX31 1PW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-13,DELABOLE,PL33 9AT,Internal Flooding,Private,Blockage Paper/Rag
2023-02-13,PADSTOW,PL28 8BL,External outside bounday of property,Sewerage,Blockage - Fat
2023-02-13,TORQUAY,TQ2 8AA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-13,BIDEFORD,EX39 4AJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-13,BIDEFORD,EX39 2PF,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-13,PLYMOUTH,PL9 8LF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-13,Hayle,TR27 6JP,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-13,DARTMOUTH,TQ6 0AL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-12,PLYMOUTH,PL5 4AZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-12,SALTASH,PL12 4PG,External inside boundary of property,Sewerage,Sewer condition
2023-02-12,SALTASH,PL12 4PF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-12,CULLOMPTON,EX15 1BD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-12,BUCKFASTLEIGH,TQ11 0AB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-12,CREDITON,EX17 5HP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-12,REDRUTH,TR16 6ET,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-12,IVYBRIDGE,PL21 0QL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-11,EXMOUTH,EX8 4BD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-11,BODMIN,PL31 1DA,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-11,CREDITON,EX17 6LR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-11,PAIGNTON,TQ3 3BW,Internal Flooding,Private,Unknown But Not Public
2023-02-11,PENRYN,TR10 8LB,Internal Flooding,Private,Blockage Paper/Rag
2023-02-11,BRIXHAM,TQ5 9HT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-11,EXETER,EX6 8SD,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-10,PLYMOUTH,PL6 6AY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-10,ST BUDEAUX,PL5 1TE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-10,SALTASH,PL12 4PD,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-10,TORQUAY,TQ2 6PR,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-10,TAVISTOCK,PL19 8FG,External inside boundary of property,Sewerage,Blockage - Fat
2023-02-10,NEWQUAY,TR8 5PE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-10,NEWQUAY,TR8 5PE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-10,FALMOUTH,TR11 4LT,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-10,EXETER,EX4 9BP,External inside boundary of property,Sewerage,Blockage - Fat
2023-02-09,LISKEARD,PL14 5NF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-09,LISKEARD,PL14 3TP,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-09,LISKEARD,PL14 3JN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-09,HONITON,EX14 1PZ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-09,EXETER,EX2 9QD,External outside bounday of property,Sewerage,Sewer condition
2023-02-09,PAIGNTON,TQ4 5EL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-09,TORQUAY,TQ1 3EF,External outside bounday of property,Sewerage,Blockage - Roots
2023-02-09,BIDEFORD,EX39 2QT,External inside boundary of property,Private,Blockage Paper/Rag
2023-02-09,TORRINGTON,EX38 7BX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-08,PAR,PL24 2DP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-08,SIDMOUTH,EX10 9BL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-08,LOOE,PL13 2RD,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-08,CREDITON,EX17 1HN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-08,HELSTON,TR13 9TQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-08,PORTHLEVEN,TR13 9LQ,External outside bounday of property,Sewerage,Equipment Failure
2023-02-08,THREEMILESTONE,TR4 9NY,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-08,TRURO,TR1 1RZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-08,EXETER,EX4 2ND,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-08,NEWTON ABBOT,TQ12 6YL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-07,PLYMOUTH,PL5 3PZ,External inside boundary of property,Sewerage,Blockage - Fat
2023-02-07,PLYMOUTH,PL5 3PZ,External inside boundary of property,Sewerage,Blockage - Fat
2023-02-07,BARNSTAPLE,EX32 8EF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-07,BARNSTAPLE,EX32 8EF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-07,NEWTON ABBOT,TQ13 0QH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-07,PLYMOUTH,PL4 7JX,External outside bounday of property,Sewerage,Blockage - Silt
2023-02-07,PAIGNTON,TQ3 3AZ,Internal Flooding,Private,Blockage Paper/Rag
2023-02-07,REDRUTH,TR15 2DH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-07,PLYMOUTH,PL9 8NN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-07,IVYBRIDGE,PL21 9SH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-07,HAYLE,TR27 6NA,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-07,NEWTON ABBOT,TQ12 1SN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-07,DAWLISH,EX7 9NN,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-06,PLYMOUTH,PL6 8LD,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-06,TIVERTON,EX16 4BE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-06,EXETER,EX6 7TZ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-06,PLYMOUTH,PL4 9PY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-06,PLYMOUTH,PL4 9BN,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-06,TORQUAY,TQ2 5TH,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-02-06,TRURO,TR4 8AW,External outside bounday of property,Sewerage,Blockage - Roots
2023-02-06,REDRUTH,TR16 5PN,External inside boundary of property,Sewerage,Blockage - Fat
2023-02-06,POOL,TR15 3RD,External outside bounday of property,Sewerage,Blockage - Fat
2023-02-06,CAMBORNE,TR14 8NP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-06,CAMBORNE,TR14 8NP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-06,OKEHAMPTON,EX20 4EN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-06,OKEHAMPTON,EX20 4EN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-06,PLYMOUTH,PL7 2GH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-06,PLYMOUTH,PL7 1TQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-06,PENZANCE,TR18 3LJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-06,FALMOUTH,TR11 2RD,External inside boundary of property,Private,Sewer condition
2023-02-06,EXETER,EX4 9HR,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-02-06,EXETER,EX6 8EN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-05,PLYMOUTH,PL5 4NL,External inside boundary of property,Sewerage,Blockage - Roots
2023-02-05,PAR,PL24 2NF,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-05,SALTASH,PL12 5JN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-05,SALTASH,PL12 4SZ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-02-05,HONITON,EX14 9LS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-02-05,SEATON,EX12 2DL,External inside boundary of property,Sewerage,Blockage non sewage debris
