Date Raised,Town/City,Postcode,Flooding Category,Feedback Responsibility,Feedback Cause
2023-10-01,EXETER,EX4 8LN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-30,PLYMOUTH,PL5 3QG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-30,PAR,PL24 2AH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-30,SALTASH,PL12 5LW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-30,SALTASH,PL12 5LW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-30,BRAUNTON,EX33 1PP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-30,TOTNES,TQ9 5AZ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-29,ST. AUSTELL,PL25 4BJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-29,ST. AUSTELL,PL25 4BJ,External outside bounday of property,Sewerage,Sewer condition
2023-09-29,EXETER,EX4 9HP,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-29,LISKEARD,PL14 6EP,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-29,HAYLE,TR27 5AF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-29,PENZANCE,TR18 3JA,External inside boundary of property,Sewerage,Blockage - Roots
2023-09-28,Newquay,TR7 1RS,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-28,ST. AUSTELL,PL25 3NS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-28,EXMOUTH,EX8 4AT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-28,EXMOUTH,EX8 4AT,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-09-28,GUNNISLAKE,PL18 9JL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-28,HONITON,EX14 9JX,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-28,DEVON,PL1 1NS,External outside bounday of property,Sewerage,Blockage - Fat
2023-09-28,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-28,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-28,HOLSWORTHY,EX22 6HE,External inside boundary of property,Private,Blockage Paper/Rag
2023-09-27,NEWQUAY,TR7 2HA,External inside boundary of property,Sewerage,Sewer condition
2023-09-27,CULLOMPTON,EX15 1LG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-27,PAIGNTON,TQ4 7LA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-27,REDRUTH,TR15 3DS,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-27,IVYBRIDGE,PL21 0HT,External inside boundary of property,Sewerage,Blockage - Fat
2023-09-27,TRURO,TR2 5SA,External inside boundary of property,Private,Blockage Paper/Rag
2023-09-27,EXETER,EX4 6EY,External inside boundary of property,Sewerage,Blockage - Roots
2023-09-26,PLYMOUTH,PL2 2HU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-26,TAVISTOCK,PL19 0BA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-26,HOLSWORTHY,EX22 6JD,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-26,PLYMOUTH,PL7 1JJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-26,BRIXHAM,TQ5 8RX,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-25,LISKEARD,PL14 4HL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-25,LISKEARD,PL14 3JT,External inside boundary of property,Sewerage,Blockage - Silt
2023-09-25,PLYMOUTH,PL7 1UB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-25,NEWLYN PENZANCE,TR18 5HS,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-25,TRURO,TR4 8JT,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-24,PLYMOUTH,PL2 2ED,External outside bounday of property,Sewerage,Hydraulic Overload
2023-09-24,NEWQUAY,TR8 5RZ,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-09-24,NEWTON ABBOT,TQ13 7AP,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-24,CAMBORNE,TR14 7QT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-24,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-09-23,ST. AUSTELL,PL26 6SU,External inside boundary of property,Sewerage,Blockage - Roots
2023-09-23,FOWEY,PL23 1JX,External outside bounday of property,Sewerage,Blockage - Roots
2023-09-23,SIDMOUTH,EX10 9PS,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-23,OKEHAMPTON,EX20 2NY,External inside boundary of property,Private,Sewer condition
2023-09-23,EXETER,EX2 8XU,External outside bounday of property,Sewerage,Blockage - Fat
2023-09-23,TORQUAY,TQ2 7HS,Internal Flooding,Private,Blockage - Silt
2023-09-23,NEWTON ABBOT,TQ12 1QP,External inside boundary of property,Sewerage,Blockage - Fat
2023-09-22,PAIGNTON,TQ4 5AS,Internal Flooding,Private,Hydraulic Overload
2023-09-22,ST. IVES,TR26 2NQ,External outside bounday of property,Sewerage,Sewer condition
2023-09-21,EXETER,EX4 0BB,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-09-21,EXETER,EX2 7JL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-21,CULLOMPTON,EX15 2NE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-21,LISKEARD,PL14 4DX,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-21,LOOE,PL13 2RH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-21,LOOE,PL13 1EW,External outside bounday of property,Sewerage,Blockage - Fat
2023-09-21,TIVERTON,EX16 5BN,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-21,YELVERTON,PL20 6LU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-21,TAVISTOCK,PL19 9AJ,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-21,ST. IVES,TR26 2NQ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-21,LYME REGIS,DT7 3JH,External outside bounday of property,Sewerage,Equipment Failure
2023-09-21,FALMOUTH,TR11 3PU,Internal Flooding,Private,Blockage - Roots
2023-09-21,TRURO,TR1 3TF,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-21,TRURO,TR1 3DT,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-21,EXETER,EX4 8LS,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-21,EXETER,EX4 8AY,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-21,EXETER,EX1 2LD,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-21,NEWTON ABBOT,TQ12 3JJ,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-21,NEWTON ABBOT,TQ12 3JJ,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-20,NEWQUAY,TR7 2RW,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-20,ST AUSTELL,PL25 3HT,Internal Flooding,Private,Blockage Paper/Rag
2023-09-20,SIDMOUTH,EX10 9BQ,Internal Flooding,Sewerage,Hydraulic Overload
2023-09-20,Hayle,TR27 5PN,External outside bounday of property,Sewerage,Hydraulic Overload
2023-09-20,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-20,PENZANCE,TR18 5QA,External outside bounday of property,Sewerage,Sewer condition
2023-09-20,EXETER,EX4 2NU,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-20,DARTMOUTH,TQ6 9TD,External outside bounday of property,Sewerage,Equipment Failure
2023-09-20,EXETER,EX2 7RR,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-19,LISKEARD,PL14 5QT,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-19,LOOE,PL13 2PW,External outside bounday of property,Sewerage,Planned Work
2023-09-19,POLPERRO,PL13 2PW,External outside bounday of property,Sewerage,Sewer condition
2023-09-19,DELABOLE,PL33 9AT,Internal Flooding,Sewerage,Blockage Paper/Rag
2023-09-19,PAIGNTON,TQ4 6AT,External inside boundary of property,Highway Authority,Sewer condition
2023-09-19,TORQUAY,TQ2 7JP,Internal Flooding,Highway Authority,Sewer condition
2023-09-19,FALMOUTH,TR11 3EG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-19,EXETER,EX1 3AL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-19,DARTMOUTH,TQ6 9TD,External outside bounday of property,Sewerage,Equipment Failure
2023-09-19,NEWTON ABBOT,TQ12 3JJ,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-19,NEWTON ABBOT,TQ12 3JJ,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-19,BRIXHAM,TQ5  0PB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-18,EXETER,EX3 0BS,Internal Flooding,Highway Authority,Survey required
2023-09-18,SIDMOUTH,EX10 8BG,External outside bounday of property,Sewerage,Hydraulic Overload
2023-09-18,BODMIN,PL31 1JW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-18,EXETER,EX5 4RD,External outside bounday of property,Sewerage,Hydraulic Overload
2023-09-18,CREDITON,EX17 1EB,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-18,TORRINGTON,EX38 7BX,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-18,ST. IVES,TR26 1SB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-18,Newquay,TR8 5HW,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-09-18,EXETER,EX4 8LN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-18,EXETER,EX4 8AY,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-18,KINGSBRIDGE,TQ7 2HW,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-18,NEWTON ABBOT,TQ12 5EZ,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-18,NEWTON ABBOT,TQ12 5EZ,Internal Flooding,Highway Authority,Hydraulic Overload
2023-09-18,NEWTON ABBOT,TQ12 4QH,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-18,NEWTON ABBOT,TQ12 3TJ,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,ST AUSTELL,PL25 4NS,External inside boundary of property,Sewerage,Blockage - Silt
2023-09-17,BUDLEIGH SALTERTON,EX9 7DT,External outside bounday of property,Sewerage,Hydraulic Overload
2023-09-17,BUDLEIGH SALTERTON,EX9 6LD,Internal Flooding,Sewerage,Hydraulic Overload
2023-09-17,EXMOUTH,EX8 4AT,Internal Flooding,Sewerage,Blockage non sewage debris
2023-09-17,EXETER,EX3 0PA,External inside boundary of property,Sewerage,Hydraulic Overload Pumping Station
2023-09-17,EXETER,EX3 0BS,Internal Flooding,Highway Authority,Hydraulic Overload
2023-09-17,EXETER,EX2 6DQ,Internal Flooding,Sewerage,Hydraulic Overload
2023-09-17,SIDMOUTH,EX10 9NH,Internal Flooding,Sewerage,Blockage - Roots
2023-09-17,SIDMOUTH,EX10 9NH,Internal Flooding,Sewerage,Blockage - Roots
2023-09-17,SIDMOUTH,EX10 9LJ,Internal Flooding,Sewerage,Hydraulic Overload
2023-09-17,SIDMOUTH,EX10 0EU,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,TIVERTON,EX16 5DH,Internal Flooding,Private,Sewer condition
2023-09-17,CULLOMPTON,EX15 3JJ,External outside bounday of property,Sewerage,Suspected Hydraulic Overload
2023-09-17,CULLOMPTON,EX15 2SH,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,CULLOMPTON,EX15 2SH,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,CULLOMPTON,EX15 2PY,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-17,CULLOMPTON,EX15 1DE,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,HONITON,EX14 1QW,Internal Flooding,Sewerage,Pump Station Breakdown
2023-09-17,NEWTON ABBOT,TQ13 0EN,Internal Flooding,Highway Authority,Sewer condition
2023-09-17,PLYMOUTH,PL2 1LQ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-17,PAIGNTON,TQ4 6AT,Internal Flooding,Highway Authority,Hydraulic Overload
2023-09-17,PAIGNTON,TQ4 5NR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-17,TORQUAY,TQ2 8QH,External inside boundary of property,Highway Authority,Hydraulic Overload
2023-09-17,TORQUAY,TQ2 7RG,Internal Flooding,Private,Blockage Paper/Rag
2023-09-17,TORQUAY,TQ2 7JU,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,TORQUAY,TQ2 7JU,Internal Flooding,Private,Infiltration
2023-09-17,TORQUAY,TQ2 7JR,External inside boundary of property,Highway Authority,Hydraulic Overload
2023-09-17,TORQUAY,TQ2 6TS,Internal Flooding,Highway Authority,Hydraulic Overload
2023-09-17,TORQUAY,TQ2 6RE,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,CAMBORNE,TR14 7LR,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-17,HAYLE,TR27 6GN,Internal Flooding,Sewerage,Hydraulic Overload
2023-09-17,HELSTON,TR12 7JS,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,EXETER,EX4 9HN,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,EXETER,EX4 8LN,External inside boundary of property,Sewerage,Blockage - Roots
2023-09-17,EXETER,EX4 8LN,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,EXETER,EX2 8XN,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,EXETER,EX2 8SZ,Internal Flooding,Highway Authority,Highway Runoff
2023-09-17,EXETER,EX2 7EQ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-17,EXETER,EX2 4AP,Internal Flooding,Sewerage,Hydraulic Overload
2023-09-17,EXETER,EX1 3EE,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,EXETER,EX1 3DG,Internal Flooding,Highway Authority,Hydraulic Overload
2023-09-17,EXETER,EX1 3DG,Internal Flooding,Highway Authority,Hydraulic Overload
2023-09-17,EXETER,EX1 3AG,External inside boundary of property,Highway Authority,Hydraulic Overload
2023-09-17,EXETER,EX1 2BP,Internal Flooding,Private,Sewer condition
2023-09-17,TOTNES,TQ9 5JJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-17,BRIXHAM,TQ5 9ED,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,TEIGNMOUTH,TQ14 9AW,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,TEIGNMOUTH,TQ14 0EX,Internal Flooding,Private,Blockage - Roots
2023-09-17,NEWTON ABBOT,TQ12 4NH,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,NEWTON ABBOT,TQ12 4DQ,Internal Flooding,Highway Authority,Hydraulic Overload
2023-09-17,NEWTON ABBOT,TQ12 4DQ,Internal Flooding,Highway Authority,Sewer condition
2023-09-17,NEWTON ABBOT,TQ12 3JT,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-17,PAIGNTON,TQ4  6BU,External outside bounday of property,Sewerage,Hydraulic Overload
2023-09-16,ST. AUSTELL,PL25 3AY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-16,SIDMOUTH,EX10 9QG,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-09-16,SOUTH MOLTON,EX36 3QA,External outside bounday of property,Sewerage,Sewer condition
2023-09-16,TIVERTON,EX16 9NG,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-16,CREDITON,EX17 2BZ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-16,ST. AGNES,TR5 0PL,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-15,ST. AUSTELL,PL26 8UX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-15,LOSTWITHIEL,PL22 0QL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-15,GUNNISLAKE,PL18 9LT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-15,GUNNISLAKE,PL18 9LT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-15,ILFRACOMBE,EX34 8AL,Internal Flooding,Private,Blockage non sewage debris
2023-09-15,PLYMOUTH,PL1 5HU,Internal Flooding,Private,Blockage Paper/Rag
2023-09-15,TORQUAY,TQ2 6JR,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-15,REDRUTH,TR16 4NG,Internal Flooding,Private,Blockage Paper/Rag
2023-09-15,REDRUTH,TR16 4JF,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-15,PENZANCE,TR18 5QA,External outside bounday of property,Sewerage,Blockage - Roots
2023-09-15,TEIGNMOUTH,TQ14 8LH,Internal Flooding,Private,Blockage Paper/Rag
2023-09-15,PAIGNTON,TQ4  7QL,External outside bounday of property,Sewerage,Blockage - Silt
2023-09-14,ST. AUSTELL,PL26 8UX,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-14,TAVISTOCK,PL19 8ER,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-14,PERRANPORTH,TR6 0DA,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-14,TRURO,TR1 3JF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-14,KINGSBRIDGE,TQ7 1NB,External inside boundary of property,Sewerage,Collapse/Burst-Sewerage
2023-09-13,ST. COLUMB,TR9 6GW,External outside bounday of property,Sewerage,Blockage - Roots
2023-09-13,PAIGNTON,TQ3 3AW,External outside bounday of property,Sewerage,Blockage - Fat
2023-09-13,TORQUAY,TQ1 3LL,Internal Flooding,Private,Blockage non sewage debris
2023-09-13,DARTMOUTH,TQ6 0AQ,External outside bounday of property,Sewerage,Equipment Failure
2023-09-12,PENZANCE,TR20 9LU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-12,DAWLISH,EX7 0BP,Internal Flooding,Private,Sewer condition
2023-09-11,BIDEFORD,EX39 4NN,External inside boundary of property,Sewerage,Blockage - Roots
2023-09-11,TORQUAY,TQ1 1HA,Internal Flooding,Private,Sewer condition
2023-09-11,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Blockage - Fat
2023-09-11,DARTMOUTH,TQ6 9QT,Internal Flooding,Private,Blockage non sewage debris
2023-09-10,NEWQUAY,TR7 1NX,External inside boundary of property,Sewerage,Blockage - Roots
2023-09-10,ST. AUSTELL,PL25 3TH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-10,PAIGNTON,TQ3 1PS,External inside boundary of property,Sewerage,Partial Collapse-Sewerage
2023-09-10,BIDEFORD,EX39 1XY,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-10,BIDEFORD,EX39 1PE,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-10,ST. IVES,TR26 1NW,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-10,HELSTON,TR12 7JZ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-10,EXETER,EX4 6EA,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-09,MEVAGISSEY,PL26 6QU,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-09,EXETER,EX5 4AF,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-09,TAVISTOCK,PL19 0LR,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-08,PLYMOUTH,PL6 6AT,External outside bounday of property,Sewerage,Sewer condition
2023-09-08,EXETER,EX4 2PD,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-08,DEVON,PL4 6JG,Internal Flooding,Private,Blockage - Fat
2023-09-08,PLYMOUTH,PL2 1BL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-08,PAIGNTON,TQ3 1EN,External inside boundary of property,Sewerage,Blockage - Roots
2023-09-08,FALMOUTH,TR11 5HL,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-09-08,DAWLISH,EX7 9EJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-07,ST AUSTELL,PL25 3RS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-07,ILFRACOMBE,EX34 8HB,Internal Flooding,Private,Blockage - Fat
2023-09-07,LAUNCESTON,PL15 8AU,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-07,TORQUAY,TQ2 7DS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-07,TORQUAY,TQ1 1SQ,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-07,YELVERTON,PL20 7RL,External inside boundary of property,Sewerage,Hydraulic Overload
2023-09-06,REDRUTH,TR15 1JF,Internal Flooding,Private,Blockage non sewage debris
2023-09-06,BIDEFORD,EX39 1PP,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-06,PENZANCE,TR19 7QX,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-09-06,PENZANCE,TR18 4DP,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-06,TRURO,TR1 3DR,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-06,EXETER,EX2 5DL,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-05,PLYMOUTH,PL6 8TT,External outside bounday of property,Sewerage,Blockage - Fat
2023-09-05,BARNSTAPLE,EX31 1RP,External outside bounday of property,Sewerage,Sewer condition
2023-09-05,WADEBRIDGE,PL27 6HB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-05,CAMBORNE,TR14 7QT,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-05,HELSTON,TR13 8RB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-05,LYME REGIS,DT7 3BY,External outside bounday of property,Sewerage,Blockage - Silt
2023-09-04,PAR,PL24 2BY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-04,EXETER,EX4 6QZ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-04,DARTMOUTH,TQ6 0AD,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-09-04,BRIXHAM,TQ5 9BH,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-04,SOUTH BRENT,TQ10 9EF,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-03,BUDLEIGH SALTERTON,EX9 6AP,External inside boundary of property,Sewerage,Blockage - Roots
2023-09-03,BARNSTAPLE,EX32 0LL,External outside bounday of property,Sewerage,Blockage - Silt
2023-09-03,TIVERTON,EX16 6BU,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-03,SALCOMBE,TQ8 8EA,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-02,EXMOUTH,EX8 4AP,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-02,PLYMOUTH,PL4 9QQ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-02,TORQUAY,TQ2 6JN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-02,HAYLE,TR27 5AZ,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-09-02,TRURO,TR1 1HP,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-02,EXETER,EX1 3RZ,External outside bounday of property,Sewerage,Blockage - Silt
2023-09-02,EXETER,EX1 1BJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-01,SALTASH,PL12 4JJ,External outside bounday of property,Sewerage,Collapse/Burst-Sewerage
2023-09-01,BRAUNTON,EX33 2DR,External outside bounday of property,Environment Agency,Water Course
2023-09-01,TRURO,TR4 8AD,External outside bounday of property,Sewerage,Hydraulic Overload
2023-09-01,FALMOUTH,TR11 5EU,External outside bounday of property,Sewerage,Blockage - Roots
2023-09-01,HOLSWORTHY,EX22 7EJ,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-01,EXETER,EX4 8PB,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-09-01,EXETER,EX2 6BE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-01,EXETER,EX2 6BE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-09-01,EXETER,EX1 3NN,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-31,BUDLEIGH SALTERTON,EX9 7AH,External outside bounday of property,Sewerage,Blockage - Roots
2023-08-31,LISKEARD,PL14 4JN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-31,DELABOLE,PL33 9AN,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-31,BODMIN,PL31 1NY,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-31,BRIXHAM,TQ5 9EL,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-30,PLYMOUTH,PL6 5LW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-30,ST. AUSTELL,PL26 6JR,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-30,CREDITON,EX17 3JL,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-30,PLYMOUTH,PL1 5ES,External inside boundary of property,Sewerage,Sewer condition
2023-08-30,REDRUTH,TR15 3AW,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-30,PENZANCE,TR18 5HN,Internal Flooding,Highway Authority,Sewer condition
2023-08-30,FALMOUTH,TR11 3PN,Internal Flooding,Private,Sewer condition
2023-08-29,CALLINGTON,PL17 8BJ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-29,PADSTOW,PL28 8RB,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-29,TIVERTON,EX16 4BE,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-29,PLYMOUTH,PL2 2AH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-29,SOUTH BRENT,TQ10 9PP,External outside bounday of property,Sewerage,Blockage - Fat
2023-08-28,PLYMOUTH,PL6 7DF,External inside boundary of property,Sewerage,Blockage - Fat
2023-08-28,PAR,PL24 2HY,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-28,FOWEY,PL23 1LN,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-08-28,SIDMOUTH,EX10 0SS,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-28,EXETER,EX6 7UB,External outside bounday of property,Sewerage,Blockage - Roots
2023-08-28,South Zeal,EX20 2JY,External outside bounday of property,Sewerage,Blockage non sewage debris
2023-08-28,CREDITON,EX17 3HZ,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-28,PENRYN,TR10 8HR,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-27,SALTASH,PL12 4BA,External inside boundary of property,Sewerage,Blockage non sewage debris
2023-08-27,REDRUTH,TR15 3YT,External outside bounday of property,Sewerage,Blockage Paper/Rag
2023-08-27,PLYMOUTH,PL7 2GH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-26,OKEHAMPTON,EX20 3AH,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-26,EXETER,EX6 8SD,External inside boundary of property,Sewerage,Blockage - Roots
2023-08-25,WADEBRIDGE,PL27 7QB,External inside boundary of property,Private,Blockage - Roots
2023-08-25,BIDEFORD,EX39 5PG,External inside boundary of property,Sewerage,Blockage Paper/Rag
2023-08-25,PLYMOUTH,PL9 9JP,External inside boundary of property,Sewerage,Blockage Paper/Rag
