Reports - Group Journal - 01/01/2023 - 31/12/2023 - All - 0 - All,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,,,,,,,,,,,,,,,,,,,,
Company Confidential,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Event Id,PropertyId,Property_Type,Max Depth,Interceptor,InterceptorRemoval,Greater24Hours,Occ Basement,CauseOfBlockage,OSPostcode,OSRoad,OSPostTown,OSCounty,Flood Incident Date,SewTypeCode,FloodCatCode,FloodLevelCode,FloodLocCode,Rainfall Return,Job Creation Date,Asset Owner
511250,1154668,House/ Flat,Less than 30 mm,,,,,PR,TW9 1XX,DUNSTABLE ROAD,TW9 1UH,,2023-04-04 00:00:00,F,B,A,I,0,2023-04-20 00:00:00,TWUL (LOCAL)
510745,1182527,Commercial,Less than 30 mm,,,Yes,,DEBRIS,TW9 2XX,KEW ROAD,RICHMOND,SURREY,2023-03-30 00:00:00,F,B,B,I,0,2023-03-31 00:00:00,TWUL (EX S24)
513040,1183745,House/ Flat,Less than 30 mm,,,,,,SN5 8XX,BARKSTEAD CLOSE,SWINDON,,2023-04-10 00:00:00,F,B,A,E,0,2023-07-27 00:00:00,TWUL (LOCAL)
515164,1184826,House/ Flat,Less than 30 mm,,,,,,SN5 8XX,WENTWORTH PARK,SWINDON,,2023-10-20 00:00:00,F,H,A,Y,2,2023-11-02 00:00:00,TWUL (LOCAL)
515573,1184826,House/ Flat,,,,,,,SN5 8XX,WENTWORTH PARK,SWINDON,,2023-09-18 00:00:00,F,H,A,Y,119,2023-11-13 00:00:00,TWUL (LOCAL)
516991,1185670,House/ Flat,Less than 30 mm,,,,,,SN5 8XX,WENTWORTH PARK,SWINDON,,2023-09-18 00:00:00,F,H,A,Y,119,2023-12-22 00:00:00,TWUL (LOCAL)
516992,1185670,House/ Flat,Less than 30 mm,,,,,,SN5 8XX,WENTWORTH PARK,SWINDON,,2023-10-20 00:00:00,F,H,A,Y,2,2023-12-22 00:00:00,TWUL (LOCAL)
515288,1184885,House/ Flat,Less than 30 mm,No,No,Yes,No,,SN6 6XX,PITTSFIELD,SWINDON,,2023-11-06 00:00:00,S,C,A,E,0,2023-11-06 00:00:00,UNKNOWN
514862,1184704,House/ Flat,Less than 30 mm,,,,,UK,SN6 6XX,CALCUTT STREET,SWINDON,,2023-10-21 00:00:00,F,B,A,E,0,2023-10-23 00:00:00,TWUL (EX S24)
518176,1162417,House/ Flat,Less than 30 mm,,,,,,SN6 6XX,PLANTS FARM CHELWORTH RD,SWINDON,,2023-10-20 00:00:00,F,H,A,Y,1,2024-01-19 00:00:00,TWUL (LOCAL)
518177,1162417,House/ Flat,Less than 30 mm,,,,,,SN6 6XX,PLANTS FARM CHELWORTH RD,SWINDON,,2023-11-02 00:00:00,F,H,A,Y,1,2024-01-19 00:00:00,TWUL (LOCAL)
518178,1162417,House/ Flat,Less than 30 mm,,,,,,SN6 6XX,PLANTS FARM CHELWORTH RD,SWINDON,,2023-11-10 00:00:00,F,H,A,Y,1,2024-01-19 00:00:00,TWUL (LOCAL)
518179,1162417,House/ Flat,Less than 30 mm,,,,,,SN6 6XX,PLANTS FARM CHELWORTH RD,SWINDON,,2023-12-31 00:00:00,F,H,A,Y,1,2024-01-19 00:00:00,TWUL (LOCAL)
515556,1184984,House/ Flat,Less than 30 mm,,,,,,SN6 6XX,HIGH ROAD,SWINDON,,2023-11-10 00:00:00,F,H,A,Z,1,2023-11-13 00:00:00,TWUL (LOCAL)
508283,1162387,House/ Flat,Less than 30 mm,,,Yes,,,SN6 6XX,GOSDITCH,SWINDON,,2023-01-11 00:00:00,C,H,A,E,1,2023-01-12 00:00:00,TWUL (LOCAL)
508422,1162387,House/ Flat,Less than 30 mm,,,,,,SN6 6XX,GOSDITCH,SWINDON,,2023-01-15 00:00:00,C,H,A,E,1,2023-01-16 00:00:00,TWUL (LOCAL)
514806,1162387,House/ Flat,Less than 30 mm,,,,,,SN6 6XX,GOSDITCH,SWINDON,,2023-10-20 00:00:00,F,H,A,E,1,2023-10-22 00:00:00,TWUL (LOCAL)
516179,1185267,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN6 7XX,PARK AVENUE,SWINDON,,2023-11-28 00:00:00,F,B,A,E,0,2023-11-28 00:00:00,TWUL (LOCAL)
512325,1183358,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN6 7XX,VORDA ROAD,SWINDON,,2023-06-14 00:00:00,F,B,A,E,0,2023-06-15 00:00:00,TWUL (LOCAL)
508060,1111115,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN6 7XX,QUEENS AVENUE,SWINDON,,2023-01-04 00:00:00,F,B,A,E,0,2023-01-05 00:00:00,TWUL (LOCAL)
516338,1185341,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN6 7XX,STATION ROAD,SWINDON,,2023-12-02 00:00:00,F,B,A,E,0,2023-12-02 00:00:00,TWUL (LOCAL)
518139,1186185,House/ Flat,Less than 30 mm,,,,,DEF,SN6 7XX,STATION ROAD,SWINDON,,2023-12-23 00:00:00,F,B,A,I,0,2024-01-18 00:00:00,TRANSFERRED ASSET (2011)
514950,1184735,Industrial,Less than 30 mm,,,,,,SN6 7XX,HIGHWORTH,SWINDON,,2023-10-20 00:00:00,F,H,A,S,1,2023-10-26 00:00:00,TWUL (LOCAL)
508070,1181024,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN6 7XX,KNOWLANDS,SWINDON,,2023-01-05 00:00:00,F,B,A,E,0,2023-01-05 00:00:00,TWUL (LOCAL)
511580,1167145,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN6 7XX,PRIORY GREEN,SWINDON,,2023-05-06 00:00:00,F,B,A,E,0,2023-05-06 00:00:00,TWUL (LOCAL)
509305,1062165,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,SN6 7XX,THE WILLOWS,SWINDON,,2023-02-10 00:00:00,F,B,A,E,0,2023-02-12 00:00:00,TWUL (LOCAL)
510947,1182639,House/ Flat,Less than 30 mm,,,Yes,,UK,SN6 8XX,CLAYPITS LANE,SWINDON,,2023-04-07 00:00:00,F,B,A,E,0,2023-04-07 00:00:00,TWUL (LOCAL)
517960,1186102,House/ Flat,Less than 30 mm,,,,,,SN6 8XX,VICARAGE LANE,SWINDON,,2023-10-13 00:00:00,F,H,A,Y,4,2024-01-15 00:00:00,TWUL (LOCAL)
516170,1124698,Commercial,Less than 30 mm,No,No,Yes,No,,SN6 8XX,,SWINDON,,2023-11-28 00:00:00,F,E,A,E,0,2023-11-28 00:00:00,TWUL (LOCAL)
515174,1184835,House/ Flat,Less than 30 mm,,,,,,SN6 8XX,ABBEY ROAD,SWINDON,,2023-11-02 00:00:00,F,H,A,E,1,2023-11-03 00:00:00,TWUL (LOCAL)
515175,1051143,House/ Flat,Less than 30 mm,,,,,,SN6 8XX,ABBEY ROAD,SWINDON,,2023-11-02 00:00:00,F,H,A,E,1,2023-11-03 00:00:00,TWUL (LOCAL)
515165,1051144,House/ Flat,Less than 30 mm,,,,,,SN6 8XX,ABBEY ROAD,SWINDON,,2023-11-02 00:00:00,F,H,A,E,1,2023-11-02 00:00:00,TWUL (LOCAL)
516218,1185293,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN7 7XX,SWAN LANE,FARINGDON,OXFORDSHIRE,2023-11-29 00:00:00,F,B,A,E,0,2023-11-29 00:00:00,TWUL (LOCAL)
515953,1163059,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN7 7XX,FERNDALE ST,FARINGDON,,2023-11-22 00:00:00,F,B,A,E,0,2023-11-22 00:00:00,TWUL (EX S24)
510713,1182514,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,SN7 7XX,MARINES DRIVE,FARINGDON,OXFORDSHIRE,2023-03-29 00:00:00,F,B,A,E,0,2023-03-30 00:00:00,TWUL (LOCAL)
511971,1183182,House/ Flat,Less than 30 mm,,,,,,SN7 8XX,CANADA LANE,FARINGDON,,2023-03-31 00:00:00,F,H,A,E,1,2023-05-26 00:00:00,TWUL (LOCAL)
510517,1182401,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN8 1XX,LAINEY'S CLOSE,MARLBOROUGH,WILTSHIRE,2023-03-23 00:00:00,F,B,A,E,0,2023-03-24 00:00:00,TWUL (EX S24)
511358,1182845,House/ Flat,Less than 30 mm,,,,,DEF,SN8 1XX,HIGH STREET,MARLBOROUGH,WILTSHIRE,2023-04-18 00:00:00,F,B,A,I,0,2023-04-25 00:00:00,TWUL (EX S24)
513066,1183759,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN8 1XX,KINGSBURY STREET,MARLBOROUGH,WILTSHIRE,2023-07-28 00:00:00,F,B,A,E,0,2023-07-28 00:00:00,TWUL (LOCAL)
513737,1183759,House/ Flat,Less than 30 mm,,,,,DEF,SN8 1XX,KINGSBURY STREET,MARLBOROUGH,WILTSHIRE,2023-08-02 00:00:00,F,B,Z,Y,0,2023-09-13 00:00:00,TWUL (EX S24)
512815,1070513,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN8 1XX,BACK LANE,MARLBOROUGH,WILTSHIRE,2023-07-07 00:00:00,F,B,A,E,0,2023-07-07 00:00:00,TWUL (LOCAL)
508107,1181045,House/ Flat,Less than 30 mm,No,No,No,No,UK,SN8 1XX,SILVERLESS STREET,MARLBOROUGH,WILTSHIRE,2023-01-07 00:00:00,F,B,A,E,0,2023-01-08 00:00:00,TWUL (EX S24)
515642,1185025,House/ Flat,Less than 30 mm,,,,,,SN8 1XX,MAIN ROAD,MARLBOROUGH,WILTSHIRE,2023-11-14 00:00:00,F,H,A,E,1,2023-11-15 00:00:00,TWUL (LOCAL)
513095,1183774,House/ Flat,30 to 299mm,No,No,No,No,UK,SN8 2XX,SOUTH STREET,MARLBOROUGH,WILTSHIRE,2023-08-01 00:00:00,F,B,A,E,0,2023-08-01 00:00:00,TRANSFERRED ASSET (2011)
511952,1122366,House/ Flat,Less than 30 mm,,,Yes,,,SN8 2XX,PRESTON,MARLBOROUGH,WILTSHIRE,2023-05-19 00:00:00,F,H,A,E,1,2023-05-25 00:00:00,TWUL (LOCAL)
514200,1164573,House/ Flat,Less than 30 mm,,,,,,SN8 2XX,HIGH STREET,MARLBOROUGH,WILTSHIRE,2023-09-18 00:00:00,F,H,A,R,4,2023-09-29 00:00:00,TWUL (LOCAL)
514348,1059247,House/ Flat,Less than 30 mm,,,,,PR,SN8 3XX,THE KNAPP,MARLBOROUGH,WILTSHIRE,2023-07-30 00:00:00,F,B,A,E,0,2023-10-06 00:00:00,TWUL (EX S24)
514349,1059247,House/ Flat,Less than 30 mm,,,,,,SN8 3XX,THE KNAPP,MARLBOROUGH,WILTSHIRE,2023-09-18 00:00:00,F,H,A,E,27,2023-10-06 00:00:00,TWUL (LOCAL)
514350,1059247,House/ Flat,,,,,,,SN8 3XX,THE KNAPP,MARLBOROUGH,WILTSHIRE,2023-09-20 00:00:00,F,H,A,E,2,2023-10-06 00:00:00,TWUL (LOCAL)
515167,1059247,House/ Flat,Less than 30 mm,,,,,,SN8 3XX,THE KNAPP,MARLBOROUGH,WILTSHIRE,2023-11-02 00:00:00,F,H,A,E,3,2023-11-02 00:00:00,TWUL (LOCAL)
516997,1067136,House/ Flat,30 to 299mm,No,No,Yes,No,UK,SN8 3XX,BURR LANE,MARLBOROUGH,WILTSHIRE,2023-12-21 00:00:00,F,B,A,E,0,2023-12-22 00:00:00,TWUL (LOCAL)
517211,1067136,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,SN8 3XX,BURR LANE,MARLBOROUGH,WILTSHIRE,2023-12-31 00:00:00,F,B,A,E,0,2024-01-01 00:00:00,TWUL (LOCAL)
510689,1144498,House/ Flat,Less than 30 mm,No,No,No,No,UK,GU34 3XX,SELBORNE ROAD,ALTON,HAMPSHIRE,2023-03-28 00:00:00,F,B,A,E,0,2023-03-28 00:00:00,TWUL (LOCAL)
512907,1183657,House/ Flat,30 to 299mm,No,No,No,No,UK,OX33 1XX,THE GREEN,OXFORD,,2023-07-16 00:00:00,F,B,A,S,0,2023-07-17 00:00:00,TWUL (LOCAL)
512442,1183416,House/ Flat,Less than 30 mm,,,,,RTS,OX33 1XX,GIDLEY WAY,OXFORD,,2023-06-20 00:00:00,F,B,A,E,6,2023-06-21 00:00:00,TWUL (LOCAL)
512441,1074571,House/ Flat,Less than 30 mm,,,,,RTS,OX33 1XX,GIDLEY WAY,OXFORD,,2023-06-20 00:00:00,F,B,A,E,6,2023-06-21 00:00:00,TWUL (LOCAL)
511699,1180798,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX33 1XX,AMBROSE RISE,OXFORD,,2023-05-12 00:00:00,F,B,A,E,0,2023-05-12 00:00:00,TRANSFERRED ASSET (2011)
510697,1147563,House/ Flat,Less than 30 mm,,,Yes,,RTS,OX33 1XX,OLD LONDON ROAD,OXFORD,,2023-03-27 00:00:00,F,B,A,Y,0,2023-03-30 00:00:00,TWUL (LOCAL)
508325,1181146,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX39 4XX,RAVENSMEAD,CHINNOR,OXFORDSHIRE,2023-01-13 00:00:00,F,B,A,E,0,2023-01-14 00:00:00,TRANSFERRED ASSET (2011)
516470,1185414,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX39 4XX,CHURCH LANE,CHINNOR,OXFORDSHIRE,2023-12-07 00:00:00,F,B,A,E,0,2023-12-07 00:00:00,TWUL (EX S24)
513928,1166169,House/ Flat,Less than 30 mm,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-09-20 00:00:00,F,H,A,E,8,2023-09-21 00:00:00,TWUL (LOCAL)
515633,1166169,House/ Flat,Less than 30 mm,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-11-02 00:00:00,F,H,A,E,3,2023-11-15 00:00:00,TWUL (LOCAL)
515634,1166169,House/ Flat,Less than 30 mm,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-10-20 00:00:00,F,H,A,E,2,2023-11-15 00:00:00,TWUL (LOCAL)
513929,1128710,House/ Flat,Less than 30 mm,,,,,,OX39 4XX,THAME ROAD,CHINNOR,,2023-09-20 00:00:00,F,H,A,E,8,2023-09-21 00:00:00,TWUL (LOCAL)
513921,1089264,House/ Flat,Less than 30 mm,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-09-20 00:00:00,F,H,A,Q,8,2023-09-21 00:00:00,TWUL (LOCAL)
515125,1089264,House/ Flat,,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-10-20 00:00:00,F,H,A,E,2,2023-11-01 00:00:00,TWUL (LOCAL)
515466,1089264,House/ Flat,,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-11-02 00:00:00,F,H,A,E,3,2023-11-09 00:00:00,TWUL (LOCAL)
513922,1038797,House/ Flat,Less than 30 mm,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-09-20 00:00:00,F,H,A,S,8,2023-09-21 00:00:00,TWUL (LOCAL)
516184,1038797,House/ Flat,Less than 30 mm,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-11-02 00:00:00,F,H,A,E,3,2023-11-29 00:00:00,TWUL (LOCAL)
516185,1038797,House/ Flat,Less than 30 mm,,,,,,OX39 4XX,THAME ROAD,CHINNOR,OXFORDSHIRE,2023-10-20 00:00:00,F,H,A,E,2,2023-11-29 00:00:00,TWUL (LOCAL)
512806,1177711,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX4 1XX,ST. CLEMENTS STREET,OXFORD,,2023-07-06 00:00:00,F,B,A,E,0,2023-07-07 00:00:00,TRANSFERRED ASSET (2011)
513479,1048980,Commercial,Less than 30 mm,,,,,FG,OX4 1XX,ST. CLEMENTS STREET,OXFORD,,2023-08-26 00:00:00,F,B,B,I,0,2023-08-27 00:00:00,TWUL (EX S24)
517182,1123189,House/ Flat,Less than 30 mm,,,,,FG,OX4 1XX,COWLEY ROAD,OXFORD,,2023-12-31 00:00:00,F,B,A,Y,0,2023-12-31 00:00:00,TWUL (EX S24)
512304,1183346,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,OX4 1XX,WARWICK STREET,OXFORD,,2023-06-11 00:00:00,F,B,A,E,31,2023-06-14 00:00:00,UNKNOWN
509999,1162203,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX4 2XX,CUMBERLAND ROAD,OXFORD,,2023-03-06 00:00:00,F,B,A,E,0,2023-03-06 00:00:00,TWUL (LOCAL)
514773,1184664,House/ Flat,Less than 30 mm,,,,,,OX4 2XX,COWLEY ROAD,OXFORD,,2023-10-20 00:00:00,F,H,A,Y,1,2023-10-21 00:00:00,TWUL (LOCAL)
515457,1184931,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX4 2XX,COWLEY ROAD,OXFORD,,2023-11-08 00:00:00,F,B,A,E,0,2023-11-09 00:00:00,TRANSFERRED ASSET (2011)
511767,1083296,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX4 2XX,COWLEY ROAD,OXFORD,,2023-05-15 00:00:00,F,B,A,E,0,2023-05-16 00:00:00,TRANSFERRED ASSET (2011)
519307,1005283,House/ Flat,Less than 30 mm,,,,,,OX4 2XX,HENDRED STREET,OXFORD,,2023-10-23 00:00:00,F,H,A,E,0,2024-02-14 00:00:00,TWUL (LOCAL)
511988,1183191,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX4 2XX,WHITE ROAD,OXFORD,,2023-05-27 00:00:00,F,B,A,E,0,2023-05-27 00:00:00,TWUL (EX S24)
511732,1004967,House/ Flat,Less than 30 mm,No,No,No,No,UK,RM6 4XX,BARLEY LANE,ROMFORD,,2023-05-12 00:00:00,F,B,A,E,2,2023-05-13 00:00:00,TWUL (EX S24)
511403,1182865,House/ Flat,Less than 30 mm,No,No,No,No,UK,RM6 5XX,THATCHES GROVE,ROMFORD,,2023-04-24 00:00:00,F,B,A,E,4,2023-04-25 00:00:00,TRANSFERRED ASSET (2011)
511050,1141869,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,RM6 5XX,BILLET ROAD,ROMFORD,,2023-04-12 00:00:00,F,B,A,E,0,2023-04-12 00:00:00,TRANSFERRED ASSET (2011)
509344,1145179,House/ Flat,Less than 30 mm,No,No,No,No,UK,RM6 5XX,PERCIVAL GARDENS,ROMFORD,,2023-02-12 00:00:00,F,B,A,E,0,2023-02-13 00:00:00,TWUL (EX S24)
515990,1185168,House/ Flat,Less than 30 mm,No,No,No,No,UK,RM6 5XX,BILLET ROAD,ROMFORD,,2023-07-09 00:00:00,F,B,A,E,0,2023-11-23 00:00:00,TWUL (LOCAL)
514072,1184314,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,OX4 2XX,NORMANDY CRESCENT,OXFORD,,2023-09-23 00:00:00,F,B,A,E,0,2023-09-25 00:00:00,TWUL (LOCAL)
514558,1184573,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,HOWARD STREET,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-14 00:00:00,TWUL (LOCAL)
514557,1082960,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,HOWARD STREET,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-14 00:00:00,TWUL (LOCAL)
514710,1093531,School,Less than 30 mm,,,,,,OX4 3XX,CRICKET ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514609,1158897,House/ Flat,Less than 30 mm,,,Yes,,,OX4 3XX,LITTLEHAY ROAD,OXFORD,,2023-10-14 00:00:00,F,H,A,Y,8,2023-10-16 00:00:00,TWUL (LOCAL)
509401,1181744,House/ Flat,30 to 299mm,No,No,No,No,UK,OX4 3XX,COLERIDGE CLOSE,OXFORD,,2023-02-15 00:00:00,F,B,A,E,0,2023-02-15 00:00:00,TRANSFERRED ASSET (2011)
518196,1135264,House/ Flat,Less than 30 mm,No,No,No,No,UK,OX4 3XX,CHURCH COWLEY ROAD,OXFORD,,2023-12-31 00:00:00,F,B,A,E,0,2024-01-19 00:00:00,TRANSFERRED ASSET (2011)
514715,1086685,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514724,1184644,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514716,1086680,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514717,1086683,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514728,1184648,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514727,1184647,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514726,1184646,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514725,1184645,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514718,1075120,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514719,1005370,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514720,1005369,House/ Flat,Less than 30 mm,,,Yes,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514721,1005368,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514588,1005367,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,S,7,2023-10-16 00:00:00,TWUL (LOCAL)
514723,1159748,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514743,1184651,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514742,1184650,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
515991,1185168,House/ Flat,Less than 30 mm,No,No,No,No,UK,RM6 5XX,BILLET ROAD,ROMFORD,,2023-08-10 00:00:00,F,B,A,E,0,2023-11-23 00:00:00,TWUL (LOCAL)
512524,1183462,House/ Flat,Less than 30 mm,No,No,No,No,UK,RM6 5XX,HATHAWAY GARDENS,ROMFORD,,2023-06-25 00:00:00,F,B,A,E,0,2023-06-26 00:00:00,TRANSFERRED ASSET (2011)
509018,1181525,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,RM6 6XX,SAVILLE ROAD,ROMFORD,,2023-01-28 00:00:00,F,B,A,E,0,2023-02-01 00:00:00,TWUL (EX S24)
512875,1183643,House/ Flat,Less than 30 mm,,,,,,RM6 6XX,PLANTAGENET GARDENS,ROMFORD,,2023-05-31 00:00:00,F,C,A,E,0,2023-07-13 00:00:00,TWUL (LOCAL)
514729,1086681,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514730,1086684,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514731,1166220,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514744,1184652,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514732,1086673,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514741,1184649,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514733,1086679,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514734,1086677,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514735,1086678,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514736,1090962,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514542,1005366,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,S,7,2023-10-13 00:00:00,TWUL (LOCAL)
514818,1005366,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-20 00:00:00,F,H,A,Z,1,2023-10-23 00:00:00,TWUL (LOCAL)
514738,1005365,House/ Flat,Less than 30 mm,,,,,,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-10-13 00:00:00,F,H,A,E,7,2023-10-20 00:00:00,TWUL (LOCAL)
514024,1005364,House/ Flat,30 to 299mm,No,No,No,No,UK,OX4 3XX,CAMPBELL ROAD,OXFORD,,2023-09-21 00:00:00,F,B,A,E,3,2023-09-23 00:00:00,TWUL (LOCAL)
