Reports - Group Journal - 01/01/2023 - 31/12/2023 - All - 0 - All,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
,,,,,,,,,,,,,,,,,,,,
Company Confidential,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Event Id,PropertyId,Property_Type,Max Depth,Interceptor,InterceptorRemoval,Greater24Hours,Occ Basement,CauseOfBlockage,OSPostcode,OSRoad,OSPostTown,OSCounty,Flood Incident Date,SewTypeCode,FloodCatCode,FloodLevelCode,FloodLocCode,Rainfall Return,Job Creation Date,Asset Owner
512805,1183611,House/ Flat,Less than 30 mm,,,,,PR,RG12 0XX,MENDIP ROAD,BRACKNELL,BERKSHIRE,2023-01-09 00:00:00,F,B,A,E,0,2023-07-10 00:00:00,TWUL (EX S24)
511140,1079661,Industrial,30 to 299mm,No,No,Yes,No,UK,RG12 1XX,PRINCESS SQUARE,BRACKNELL,BERKSHIRE,2023-04-13 00:00:00,F,B,A,S,0,2023-04-17 00:00:00,TWUL (LOCAL)
511985,1183189,House/ Flat,Less than 30 mm,No,No,No,No,UK,RG12 2XX,BULLBROOK DRIVE,BRACKNELL,BERKSHIRE,2023-05-09 00:00:00,F,B,A,E,0,2023-05-26 00:00:00,TWUL (LOCAL)
513251,1179807,Commercial,Less than 30 mm,,,,,RTS,GL54 2XX,CLAPTON ROW,CHELTENHAM,GLOUCESTERSHIRE,2023-07-31 00:00:00,F,B,A,I,0,2023-08-10 00:00:00,TWUL (EX S24)
517678,1046791,Commercial,Less than 30 mm,,,,Yes,DEBRIS,SE14 6XX,NEW CROSS ROAD,LONDON,,2023-12-12 00:00:00,F,B,B,M,1,2024-01-09 00:00:00,TWUL (LOCAL)
515075,1184788,Commercial,Less than 30 mm,,,Yes,,DEBRIS,SE14 6XX,NEW CROSS ROAD,LONDON,,2023-10-28 00:00:00,F,B,B,I,0,2023-10-31 00:00:00,TWUL (EX S24)
512888,1183647,House/ Flat,Less than 30 mm,,,,,FG,SE14 6XX,COTTESBROOK STREET,LONDON,,2023-06-21 00:00:00,F,B,A,I,0,2023-07-14 00:00:00,TWUL (EX S24)
511587,1182982,House/ Flat,30 to 299mm,No,No,Yes,No,UK,RG12 7XX,LONGWATER ROAD,BRACKNELL,BERKSHIRE,2023-05-05 00:00:00,F,B,A,E,0,2023-05-07 00:00:00,TWUL (LOCAL)
516058,1185199,House/ Flat,Less than 30 mm,,,,,UK,RG12 7XX,QUALITAS,BRACKNELL,BERKSHIRE,2023-09-12 00:00:00,F,B,Z,E,0,2023-11-24 00:00:00,TWUL (LOCAL)
516059,1185199,House/ Flat,Less than 30 mm,,,,,UK,RG12 7XX,QUALITAS,BRACKNELL,BERKSHIRE,2023-09-19 00:00:00,F,B,A,E,0,2023-11-24 00:00:00,TRANSFERRED ASSET (2011)
510775,1182541,House/ Flat,30 to 299mm,No,No,No,No,UK,RG12 7XX,BRUNSWICK,BRACKNELL,BERKSHIRE,2023-04-02 00:00:00,F,B,A,E,0,2023-04-02 00:00:00,TWUL (EX S24)
514454,1184509,House/ Flat,Less than 30 mm,,,,,SC,RG12 8XX,SYLVANUS,BRACKNELL,BERKSHIRE,2023-09-21 00:00:00,F,B,A,E,2,2023-10-10 00:00:00,TWUL (LOCAL)
516710,1185520,House/ Flat,Less than 30 mm,,,,,,RG12 9XX,BRATTAIN COURT,BRACKNELL,,2023-12-11 00:00:00,F,H,A,Z,0,2023-12-14 00:00:00,TWUL (LOCAL)
510821,1182556,House/ Flat,30 to 299mm,No,No,No,No,UK,RG12 9XX,LYSANDER DRIVE,BRACKNELL,,2023-04-02 00:00:00,F,B,A,E,0,2023-04-02 00:00:00,TWUL (EX S24)
510822,1182557,House/ Flat,30 to 299mm,No,No,No,No,UK,RG12 9XX,LYSANDER DRIVE,BRACKNELL,,2023-04-02 00:00:00,F,B,A,E,0,2023-04-02 00:00:00,TWUL (EX S24)
516263,1185311,House/ Flat,,,,,,DEF,RG12 9XX,MERLEWOOD,BRACKNELL,BERKSHIRE,2023-01-05 00:00:00,F,B,A,I,0,2023-11-30 00:00:00,TWUL (EX S24)
516267,1185311,House/ Flat,,,,,,,RG12 9XX,MERLEWOOD,BRACKNELL,BERKSHIRE,2023-08-27 00:00:00,F,K,A,Y,0,2023-11-30 00:00:00,TWUL (EX S24)
516268,1185311,House/ Flat,,,,,,,RG12 9XX,MERLEWOOD,BRACKNELL,BERKSHIRE,2023-09-06 00:00:00,F,K,A,I,0,2023-11-30 00:00:00,TWUL (EX S24)
516269,1185311,House/ Flat,,,,,,DEF,RG12 9XX,MERLEWOOD,BRACKNELL,BERKSHIRE,2023-10-27 00:00:00,F,B,A,I,0,2023-11-30 00:00:00,TWUL (EX S24)
516634,1185491,House/ Flat,Less than 30 mm,,,,,RTS,RG14 1XX,SHAW ROAD,NEWBURY,BERKSHIRE,2023-12-11 00:00:00,F,B,A,E,1,2023-12-12 00:00:00,TWUL (LOCAL)
516770,1185491,House/ Flat,30 to 299mm,No,No,Yes,No,UK,RG14 1XX,SHAW ROAD,NEWBURY,BERKSHIRE,2023-12-13 00:00:00,F,B,A,E,0,2023-12-15 00:00:00,TRANSFERRED ASSET (2011)
515655,1185034,House/ Flat,Less than 30 mm,No,No,No,No,UK,RG14 1XX,SUTTON ROAD,NEWBURY,BERKSHIRE,2023-11-14 00:00:00,F,B,A,E,0,2023-11-15 00:00:00,TRANSFERRED ASSET (2011)
515532,1136216,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,RG14 2XX,LONDON ROAD,NEWBURY,BERKSHIRE,2023-11-08 00:00:00,F,B,A,E,0,2023-11-10 00:00:00,TWUL (LOCAL)
511305,1127755,House/ Flat,Less than 30 mm,,,,,3RDPARTY,RG14 2XX,NEWPORT ROAD,NEWBURY,BERKSHIRE,2023-04-21 00:00:00,F,B,A,E,1,2023-04-21 00:00:00,TWUL (LOCAL)
517189,1129204,House/ Flat,Less than 30 mm,,,Yes,,,RG14 2XX,NEWPORT ROAD,NEWBURY,BERKSHIRE,2023-12-31 00:00:00,F,H,A,E,1,2024-01-01 00:00:00,TWUL (LOCAL)
513728,1184151,House/ Flat,Less than 30 mm,,,,,DEF,RG14 2XX,NEWPORT ROAD,NEWBURY,BERKSHIRE,2023-09-12 00:00:00,F,B,A,E,1,2023-09-12 00:00:00,TWUL (LOCAL)
516400,1185378,House/ Flat,Less than 30 mm,No,No,No,No,UK,RG14 2XX,SKYLLINGS,NEWBURY,BERKSHIRE,2023-12-04 00:00:00,F,B,A,E,0,2023-12-05 00:00:00,TRANSFERRED ASSET (2011)
508238,1053813,Industrial,Less than 30 mm,,,,,,RG14 5XX,STATION APPROACH,NEWBURY,BERKSHIRE,2023-01-03 00:00:00,F,H,A,E,1,2023-01-11 00:00:00,TWUL (LOCAL)
508239,1053813,Industrial,Less than 30 mm,,,Yes,,,RG14 5XX,STATION APPROACH,NEWBURY,BERKSHIRE,2023-01-07 00:00:00,F,H,A,E,1,2023-01-11 00:00:00,TWUL (LOCAL)
508265,1053813,Industrial,Less than 30 mm,,,,,,RG14 5XX,STATION APPROACH,NEWBURY,BERKSHIRE,2023-01-12 00:00:00,F,H,A,E,1,2023-01-12 00:00:00,TWUL (LOCAL)
513997,1053813,Industrial,Less than 30 mm,,,,,,RG14 5XX,STATION APPROACH,NEWBURY,BERKSHIRE,2023-09-20 00:00:00,F,H,A,B,5,2023-09-22 00:00:00,TWUL (LOCAL)
516301,1185319,House/ Flat,Less than 30 mm,No,No,No,No,UK,RG14 5XX,ARNHAM ROAD,NEWBURY,,2023-11-30 00:00:00,F,B,A,E,0,2023-11-30 00:00:00,TWUL (EX S24)
516300,1185321,Industrial,Less than 30 mm,No,No,No,No,UK,RG14 5XX,ARNHEM ROAD,NEWBURY,,2023-11-30 00:00:00,F,B,A,E,0,2023-11-30 00:00:00,TWUL (EX S24)
511769,1183079,House/ Flat,Less than 30 mm,,,,,DEF,RG14 6XX,ESSEX STREET,NEWBURY,BERKSHIRE,2023-04-07 00:00:00,F,B,A,Y,0,2023-05-16 00:00:00,TRANSFERRED ASSET (2011)
511822,1183103,House/ Flat,Less than 30 mm,,,,,,RG14 6XX,KENNEDY CLOSE,NEWBURY,BERKSHIRE,2023-05-17 00:00:00,F,K,A,I,0,2023-05-18 00:00:00,TWUL (LOCAL)
514219,1184399,House/ Flat,30 to 299mm,No,No,No,No,UK,HA1 1XX,HEADSTONE ROAD,HARROW,MIDDLESEX,2023-09-15 00:00:00,F,B,A,E,0,2023-09-29 00:00:00,TWUL (LOCAL)
518302,1119204,House/ Flat,Less than 30 mm,,,,,UK,HA1 1XX,ST. KILDAS ROAD,HARROW,MIDDLESEX,2023-12-31 00:00:00,F,B,A,Y,0,2024-01-22 00:00:00,TWUL (EX S24)
515685,1185048,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA1 1XX,RANMOOR CLOSE,HARROW,MIDDLESEX,2023-11-16 00:00:00,F,B,A,E,0,2023-11-16 00:00:00,TWUL (EX S24)
510500,1182387,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA1 1XX,DUKES AVENUE,HARROW,MIDDLESEX,2023-03-23 00:00:00,F,B,A,E,0,2023-03-23 00:00:00,TWUL (EX S24)
518149,1186187,House/ Flat,Less than 30 mm,,,,,DEBRIS,HA1 1XX,BETHECAR ROAD,HARROW,MIDDLESEX,2023-12-24 00:00:00,F,B,A,E,0,2024-01-18 00:00:00,TWUL (EX S24)
516101,1160408,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA1 1XX,DUKES AVENUE,HARROW,MIDDLESEX,2023-11-25 00:00:00,F,B,A,E,0,2023-11-26 00:00:00,TWUL (EX S24)
513815,1184198,Commercial,Less than 30 mm,,,,,3RDPARTY,HA1 2XX,STATION ROAD,HARROW,,2023-09-17 00:00:00,S,B,A,Y,0,2023-09-18 00:00:00,TWUL (EX S24)
515639,1119257,Commercial,Less than 30 mm,No,No,No,No,UK,HA1 2XX,STATION ROAD,HARROW,MIDDLESEX,2023-10-26 00:00:00,F,B,A,E,0,2023-11-14 00:00:00,TWUL (LOCAL)
510255,1084268,Commercial,Less than 30 mm,,,,,3RDPARTY,HA1 2XX,STATION ROAD,HARROW,MIDDLESEX,2023-03-14 00:00:00,F,B,A,I,0,2023-03-14 00:00:00,TWUL (EX S24)
515074,1157291,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA1 3XX,HERITAGE VIEW,HARROW,MIDDLESEX,2023-10-30 00:00:00,F,B,A,E,0,2023-10-30 00:00:00,UNKNOWN
508716,1181359,Commercial,Less than 30 mm,No,No,No,No,UK,HA1 4XX,MERIVALE ROAD,HARROW,MIDDLESEX,2023-01-10 00:00:00,F,B,A,E,0,2023-01-24 00:00:00,TWUL (EX S24)
509462,1181775,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA1 4XX,BUTLER ROAD,HARROW,MIDDLESEX,2023-02-18 00:00:00,F,B,A,E,0,2023-02-18 00:00:00,TWUL (EX S24)
513151,1183801,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA1 4XX,SUSSEX ROAD,HARROW,MIDDLESEX,2023-08-02 00:00:00,F,B,A,E,0,2023-08-04 00:00:00,TWUL (LOCAL)
510859,1173868,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA1 4XX,BUTLER ROAD,HARROW,MIDDLESEX,2023-04-04 00:00:00,F,B,A,E,0,2023-04-04 00:00:00,TWUL (EX S24)
512936,1162028,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA1 4XX,HARLEY CRESCENT,HARROW,MIDDLESEX,2023-07-17 00:00:00,F,B,A,E,0,2023-07-18 00:00:00,TWUL (EX S24)
509201,1181633,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 0XX,ASHBOURNE AVENUE,HARROW,MIDDLESEX,2023-02-08 00:00:00,F,B,A,E,0,2023-02-08 00:00:00,TWUL (EX S24)
509273,1181675,House/ Flat,Less than 30 mm,No,No,No,No,UK,N13 6XX,TOTTENHALL ROAD,LONDON,,2023-02-11 00:00:00,F,B,A,E,0,2023-02-11 00:00:00,TWUL (EX S24)
510612,1182462,House/ Flat,Less than 30 mm,No,No,No,No,UK,N14 4XX,BRAMLEY ROAD,LONDON,,2023-03-28 00:00:00,F,B,A,E,0,2023-03-28 00:00:00,TWUL (EX S24)
508064,1164270,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N14 4XX,AVENUE ROAD,LONDON,,2023-01-03 00:00:00,F,B,A,E,0,2023-01-05 00:00:00,TWUL (EX S24)
510414,1146915,House/ Flat,Less than 30 mm,,,Yes,,DEBRIS,N14 4XX,HOOD AVENUE,LONDON,,2023-03-20 00:00:00,S,B,A,I,0,2023-03-20 00:00:00,TWUL (EX S24)
509041,1181542,House/ Flat,Less than 30 mm,No,No,No,No,UK,N14 4XX,AVENUE ROAD,LONDON,,2023-02-02 00:00:00,F,B,A,E,0,2023-02-02 00:00:00,TWUL (EX S24)
510902,1154268,Commercial,Less than 30 mm,No,No,Yes,No,UK,N14 5XX,CROWN LANE,LONDON,,2023-04-04 00:00:00,F,B,A,E,0,2023-04-05 00:00:00,TWUL (EX S24)
516817,1185581,House/ Flat,30 to 299mm,No,No,Yes,No,UK,N14 5XX,ORCHID ROAD,LONDON,,2023-12-16 00:00:00,F,B,A,E,0,2023-12-17 00:00:00,TWUL (EX S24)
512367,1177053,Commercial,Less than 30 mm,No,No,Yes,No,UK,N14 5XX,CHASE SIDE,LONDON,,2023-06-12 00:00:00,F,B,A,E,17,2023-06-16 00:00:00,TWUL (EX S24)
507959,1180965,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N14 5XX,OAKDALE,LONDON,,2023-01-03 00:00:00,F,B,A,E,0,2023-01-03 00:00:00,TWUL (EX S24)
509021,1181527,House/ Flat,30 to 299mm,No,No,No,No,UK,N14 6XX,OAKWOOD PARK ROAD,LONDON,,2023-01-31 00:00:00,F,B,A,E,0,2023-02-01 00:00:00,TWUL (EX S24)
515101,1184803,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N14 7XX,LINCOLN AVENUE,LONDON,,2023-10-30 00:00:00,S,B,A,E,0,2023-10-31 00:00:00,TWUL (EX S24)
508095,1151336,House/ Flat,Less than 30 mm,No,No,No,No,UK,N14 7XX,WHITEHOUSE WAY,LONDON,,2023-01-07 00:00:00,F,B,A,E,0,2023-01-07 00:00:00,TWUL (EX S24)
508114,1181049,House/ Flat,Less than 30 mm,No,No,No,No,UK,N15 3XX,LANGHAM ROAD,LONDON,,2023-01-08 00:00:00,F,B,A,E,0,2023-01-08 00:00:00,TWUL (EX S24)
510468,1182363,Commercial,Less than 30 mm,No,No,No,No,UK,N15 4XX,BROAD LANE,LONDON,,2023-03-15 00:00:00,F,B,A,E,0,2023-03-22 00:00:00,TWUL (EX S24)
509448,1181767,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N15 4XX,SALTRAM CLOSE,LONDON,,2023-02-16 00:00:00,F,B,A,E,0,2023-02-17 00:00:00,TRANSFERRED ASSET (2011)
511696,1183045,House/ Flat,Less than 30 mm,No,No,No,No,UK,N15 4XX,BEDFORD ROAD,LONDON,,2023-05-12 00:00:00,F,B,A,E,0,2023-05-12 00:00:00,TWUL (EX S24)
512101,1183045,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N15 4XX,BEDFORD ROAD,LONDON,,2023-06-01 00:00:00,F,B,A,E,0,2023-06-02 00:00:00,TWUL (EX S24)
508212,1181101,House/ Flat,Less than 30 mm,No,No,No,No,UK,N15 4XX,PHILIP LANE,LONDON,,2023-01-10 00:00:00,F,B,A,E,0,2023-01-10 00:00:00,TWUL (EX S24)
510931,1182630,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N15 4XX,ARNOLD ROAD,LONDON,,2023-04-05 00:00:00,F,B,A,E,0,2023-04-06 00:00:00,TWUL (EX S24)
513266,1096413,Commercial,Less than 30 mm,,,,,,N15 4XX,MARKFIELD ROAD,LONDON,,2023-08-02 00:00:00,F,H,A,E,1,2023-08-11 00:00:00,TWUL (LOCAL)
511434,1051872,Commercial,Less than 30 mm,,,,,FG,N15 5XX,WEST GREEN ROAD,LONDON,,2023-04-26 00:00:00,F,B,A,I,0,2023-04-27 00:00:00,TWUL (EX S24)
511897,1177926,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N15 5XX,AVENUE ROAD,LONDON,,2023-05-19 00:00:00,F,B,A,S,0,2023-05-22 00:00:00,TWUL (EX S24)
512268,1114916,House/ Flat,Less than 30 mm,No,No,No,No,UK,N15 5XX,ST. ANN'S ROAD,LONDON,,2023-06-13 00:00:00,F,B,A,E,0,2023-06-13 00:00:00,TWUL (EX S24)
509572,1165902,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N15 5XX,SUFFOLK ROAD,LONDON,,2023-02-20 00:00:00,F,B,A,E,0,2023-02-21 00:00:00,TWUL (EX S24)
508117,1145786,House/ Flat,Less than 30 mm,No,No,No,No,UK,N15 6XX,LEADALE ROAD,LONDON,,2023-01-08 00:00:00,F,B,A,E,0,2023-01-08 00:00:00,TWUL (EX S24)
509888,1182026,House/ Flat,Less than 30 mm,No,No,No,No,UK,N15 6XX,ERMINE ROAD,LONDON,,2023-03-02 00:00:00,F,B,A,E,0,2023-03-02 00:00:00,TWUL (EX S24)
512536,1163479,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N15 6XX,PLEVNA CRESCENT,LONDON,,2023-06-24 00:00:00,F,B,A,E,0,2023-06-26 00:00:00,TWUL (EX S24)
511561,1182968,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N15 6XX,ROSTREVOR AVENUE,LONDON,,2023-05-02 00:00:00,F,B,A,E,0,2023-05-04 00:00:00,TWUL (EX S24)
519358,1186824,House/ Flat,Less than 30 mm,,,Yes,,3RDPARTY,N15 6XX,HILLSIDE ROAD,LONDON,,2023-11-09 00:00:00,F,B,A,Y,0,2024-02-16 00:00:00,TWUL (EX S24)
519359,1186824,House/ Flat,Less than 30 mm,,,,,3RDPARTY,N15 6XX,HILLSIDE ROAD,LONDON,,2023-11-11 00:00:00,F,B,A,Y,0,2024-02-16 00:00:00,TWUL (EX S24)
512552,1072377,House/ Flat,Less than 30 mm,,,,,UK,N15 6XX,VARTRY ROAD,LONDON,,2023-06-25 00:00:00,F,B,A,E,0,2023-06-27 00:00:00,TWUL (EX S24)
512879,1072377,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,N15 6XX,VARTRY ROAD,LONDON,,2023-07-12 00:00:00,F,B,A,E,0,2023-07-13 00:00:00,TWUL (EX S24)
513093,1030462,House/ Flat,Less than 30 mm,,,Yes,Yes,SC,N16 0XX,GRAYLING ROAD,LONDON,,2023-07-30 00:00:00,C,B,B,M,0,2023-08-01 00:00:00,TWUL (EX S24)
512637,1183533,House/ Flat,,,,,,DEF,N16 0XX,KYNASTON ROAD,LONDON,,2023-06-30 00:00:00,F,B,B,I,0,2023-07-03 00:00:00,TWUL (EX S24)
512652,1183540,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 0XX,SOUTH HILL AVENUE,HARROW,MIDDLESEX,2023-06-14 00:00:00,F,B,A,E,0,2023-07-01 00:00:00,TWUL (EX S24)
513610,1184085,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 0XX,THE CRESCENT,HARROW,MIDDLESEX,2023-09-04 00:00:00,F,B,A,E,0,2023-09-05 00:00:00,TWUL (EX S24)
515964,1185162,House/ Flat,Less than 30 mm,,,Yes,,PR,HA2 0XX,THE CRESCENT,HARROW,MIDDLESEX,2023-11-20 00:00:00,F,B,Z,M,0,2023-11-22 00:00:00,TWUL (EX S24)
516631,1185488,House/ Flat,Less than 30 mm,,,,,PR,HA2 0XX,THE CRESCENT,HARROW,MIDDLESEX,2023-11-17 00:00:00,F,B,A,Y,0,2023-12-12 00:00:00,TWUL (EX S24)
510164,1182182,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 0XX,WELBECK ROAD,HARROW,MIDDLESEX,2023-03-11 00:00:00,F,B,A,E,0,2023-03-11 00:00:00,TWUL (EX S24)
510356,1182182,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HA2 0XX,WELBECK ROAD,HARROW,MIDDLESEX,2023-03-18 00:00:00,F,B,A,E,0,2023-03-19 00:00:00,TWUL (EX S24)
509588,1181851,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HA2 6XX,PARKSIDE WAY,HARROW,MIDDLESEX,2023-02-21 00:00:00,F,B,A,E,0,2023-02-21 00:00:00,TWUL (LOCAL)
511199,1182774,House/ Flat,30 to 299mm,No,No,No,No,UK,HA2 6XX,PARKFIELD AVENUE,HARROW,MIDDLESEX,2023-04-18 00:00:00,F,B,A,E,0,2023-04-18 00:00:00,TWUL (LOCAL)
516036,1185193,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 6XX,VICTOR ROAD,HARROW,MIDDLESEX,2023-11-23 00:00:00,F,B,A,E,0,2023-11-24 00:00:00,TWUL (EX S24)
509239,1181654,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 7XX,PARKTHORNE DRIVE,HARROW,MIDDLESEX,2023-02-09 00:00:00,F,B,A,E,0,2023-02-09 00:00:00,TWUL (EX S24)
508170,1181075,Commercial,Less than 30 mm,No,No,No,No,UK,HA2 7XX,STATION ROAD,HARROW,,2023-01-08 00:00:00,F,B,A,E,0,2023-01-09 00:00:00,TWUL (EX S24)
515352,1184912,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,EASTCOTE AVENUE,HARROW,MIDDLESEX,2023-11-07 00:00:00,F,B,A,E,0,2023-11-07 00:00:00,TWUL (EX S24)
508463,1181206,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HA2 8XX,BEECHWOOD AVENUE,HARROW,MIDDLESEX,2023-01-17 00:00:00,F,B,A,E,2,2023-01-17 00:00:00,TWUL (LOCAL)
512482,1183442,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,VALENTINE ROAD,HARROW,MIDDLESEX,2023-06-23 00:00:00,F,B,A,E,0,2023-06-23 00:00:00,TWUL (LOCAL)
516173,1185263,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,CORBINS LANE,HARROW,MIDDLESEX,2023-11-28 00:00:00,F,B,A,E,0,2023-11-28 00:00:00,TWUL (LOCAL)
512905,1183656,Commercial,Less than 30 mm,,,Yes,,3RDPARTY,HA2 8XX,NORTHOLT ROAD,HARROW,MIDDLESEX,2023-07-16 00:00:00,F,B,A,I,0,2023-07-16 00:00:00,TWUL (LOCAL)
515509,1184958,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HA2 8XX,NORTHOLT ROAD,HARROW,MIDDLESEX,2023-11-10 00:00:00,F,B,A,E,0,2023-11-10 00:00:00,TWUL (EX S24)
509049,1181547,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,KINGSLEY ROAD,HARROW,MIDDLESEX,2023-02-02 00:00:00,F,B,A,E,0,2023-02-02 00:00:00,TWUL (EX S24)
511479,1182911,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,WARGRAVE ROAD,HARROW,MIDDLESEX,2023-04-29 00:00:00,S,B,A,E,0,2023-04-29 00:00:00,TWUL (EX S24)
508821,1181419,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,WYVENHOE ROAD,HARROW,MIDDLESEX,2023-01-26 00:00:00,F,B,A,E,0,2023-01-26 00:00:00,TWUL (EX S24)
513382,1183953,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,WINDSOR CRESCENT,HARROW,MIDDLESEX,2023-08-19 00:00:00,F,B,A,E,0,2023-08-20 00:00:00,TWUL (EX S24)
513287,1183894,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,WALTON AVENUE,HARROW,MIDDLESEX,2023-08-13 00:00:00,F,B,A,E,0,2023-08-13 00:00:00,TWUL (EX S24)
512192,1183288,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,BALMORAL ROAD,HARROW,MIDDLESEX,2023-06-09 00:00:00,F,B,A,E,0,2023-06-09 00:00:00,TWUL (EX S24)
514864,1075145,House/ Flat,Less than 30 mm,No,No,Yes,No,UK,HA2 8XX,NORTHOLT ROAD,HARROW,MIDDLESEX,2023-10-23 00:00:00,F,B,A,E,0,2023-10-23 00:00:00,TWUL (EX S24)
509202,1081708,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,ST. MARGARETS AVENUE,HARROW,MIDDLESEX,2023-02-08 00:00:00,F,B,A,E,0,2023-02-08 00:00:00,TWUL (EX S24)
516198,1184581,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,STANLEY ROAD,HARROW,,2023-11-28 00:00:00,F,B,A,E,0,2023-11-28 00:00:00,UNKNOWN
516521,1152258,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 8XX,WINDSOR CRESCENT,HARROW,MIDDLESEX,2023-12-09 00:00:00,F,B,A,E,0,2023-12-10 00:00:00,TWUL (EX S24)
513384,1183955,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA2 9XX,DRAKE ROAD,HARROW,MIDDLESEX,2023-08-19 00:00:00,F,B,A,E,0,2023-08-20 00:00:00,TWUL (EX S24)
516089,1185218,House/ Flat,Less than 30 mm,,,,,FG,HA2 9XX,KINGS ROAD,HARROW,MIDDLESEX,2023-11-24 00:00:00,F,B,A,E,0,2023-11-24 00:00:00,TWUL (EX S24)
513269,1183882,House/ Flat,Less than 30 mm,No,No,Yes,No,,HA2 9XX,HIGH WORPLE,HARROW,MIDDLESEX,2023-08-01 00:00:00,F,C,A,E,0,2023-08-11 00:00:00,TWUL (EX S24)
515711,1103725,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA3 0XX,CHURCHILL AVENUE,HARROW,MIDDLESEX,2023-11-16 00:00:00,F,B,A,E,0,2023-11-17 00:00:00,TWUL (EX S24)
509950,1182056,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA3 0XX,KENTON ROAD,HARROW,MIDDLESEX,2023-03-05 00:00:00,F,B,A,E,0,2023-03-05 00:00:00,TWUL (EX S24)
516978,1185667,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA3 0XX,EBRINGTON ROAD,HARROW,MIDDLESEX,2023-12-20 00:00:00,F,B,A,E,0,2023-12-21 00:00:00,TWUL (EX S24)
509515,1153572,House/ Flat,Less than 30 mm,No,No,No,No,UK,HA3 0XX,SHAFTESBURY AVENUE,HARROW,MIDDLESEX,2023-02-20 00:00:00,F,B,A,E,0,2023-02-20 00:00:00,TWUL (EX S24)
516509,1013369,House/ Flat,Less than 30 mm,,,,,FG,HA3 0XX,TREVELYAN CRESCENT,HARROW,MIDDLESEX,2023-12-09 00:00:00,F,B,A,U,0,2023-12-09 00:00:00,TWUL (LOCAL)
513105,1013367,House/ Flat,Less than 30 mm,,,,,,HA3 0XX,TREVELYAN CRESCENT,HARROW,MIDDLESEX,2023-08-01 00:00:00,F,H,A,E,1,2023-08-02 00:00:00,TWUL (LOCAL)
516530,1013367,House/ Flat,Less than 30 mm,,,,,FG,HA3 0XX,TREVELYAN CRESCENT,HARROW,MIDDLESEX,2023-12-09 00:00:00,F,B,A,E,0,2023-12-11 00:00:00,TWUL (LOCAL)
