Date,Part Postcode,Water Type,Compensation Claimed Y/N,Compensation Amount,Incident Type,Cause,Depth of Flood
2020-04-13 00:00:00,BB10 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-13 00:00:00,BB8 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-13 00:00:00,L10 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-13 00:00:00,M26 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-13 00:00:00,M33 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-13 00:00:00,WN7 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-13 00:00:00,M8 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-13 00:00:00,SK15 2,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-13 09:44:19,WA1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-13 10:36:05,LA11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-13 10:37:56,L9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-13 12:18:51,,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-13 13:17:11,L16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-13 15:18:55,LA3,Sewer,Y,105.11,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-04-13 15:47:10,L4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-13 18:32:57,BB1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 00:00:00,BB10 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,BB3 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,BB6 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,CH45 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,CH62 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,FY1 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,FY1 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,L15 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,L24 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,L31 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,L4 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,M28 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,M33 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,OL2 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,OL7 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,PR1 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,SK2 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,SK4 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,SK9 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,WA1 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-14 00:00:00,BL1 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-14 09:26:08,FY1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 09:46:23,M27,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 09:55:57,OL2,Sewer,Y,122.54,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 10:38:10,LA1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 10:46:35,PR2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 11:10:41,SK11,Sewer,Y,86.24,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 11:28:56,M9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 11:30:58,PR7,Sewer,Y,220.37,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 11:58:32,WA15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 11:58:32,WA15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 11:58:32,WA15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 12:21:49,M29,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 13:10:39,CH46,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 14:18:16,L6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 14:24:49,WA7,Sewer,N,0.0,External,UU Responsibility,Major Spill - 50mm +
2020-04-14 15:12:40,M12,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 15:38:55,SK16,Sewer,Y,90.62,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 16:18:14,M22,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 16:33:45,CA12,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-14 18:44:35,M7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 00:00:00,BB1 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-15 00:00:00,CH41 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-15 00:00:00,LA2 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-15 00:00:00,M14 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-15 00:00:00,PR9 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-15 00:00:00,WA12 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-15 00:00:00,WN1 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-15 00:00:00,WN2 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-15 09:12:04,FY1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 11:06:48,LA14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 14:01:30,M27,Sewer,Y,289.34,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-04-15 14:01:56,FY3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 14:58:59,OL15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 16:04:38,WN7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 16:18:23,SK10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 16:47:22,PR4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 17:42:28,M25,Sewer,Y,291.04,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-04-15 17:42:28,M25,Sewer,Y,297.85,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-15 19:55:25,WA11,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 00:00:00,BB5 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-16 00:00:00,CH42 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-16 00:00:00,L21 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-16 00:00:00,L25 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-16 00:00:00,WA7 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-16 00:00:00,WA7 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-16 00:00:00,BB5 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-16 00:00:00,OL16 2,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-16 00:00:00,WA3 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-16 09:12:35,PR6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 09:49:45,M14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 10:13:40,CW1,Sewer,Y,166.8,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-04-16 11:41:37,FY3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 12:22:21,FY4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 12:38:49,L18,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 15:06:26,M35,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 15:49:06,FY2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 16:26:33,M46,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 16:39:10,CW2,Sewer,N,0.0,External,UU Responsibility,Major Spill - 50mm +
2020-04-16 16:41:50,WN5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 17:26:59,M19,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-16 20:06:55,SK4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 00:00:00,BB9 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,FY8 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,L3 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,L4 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,L4 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,L6 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,LA3 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,M22 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,M38 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,M9 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,OL12 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,WA3 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 00:00:00,WN7 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-17 08:50:52,WA11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 09:06:42,L33,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 09:38:08,WA5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 09:38:08,WA5,Sewer,Y,99.57,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-04-17 09:53:47,L27,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 10:38:17,ST7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 11:23:00,OL16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 11:31:37,ST8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 11:51:31,M12,Sewer,Y,294.45,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 12:13:39,WA7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 13:33:32,M24,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 14:02:31,SK5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 16:06:11,CA15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-17 17:02:45,OL6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 00:00:00,CH46 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-18 00:00:00,CW2 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-18 00:00:00,FY4 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-18 00:00:00,FY4 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-18 00:00:00,OL2 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-18 00:00:00,OL9 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-18 00:00:00,PR5 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-18 09:32:35,CW2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 09:32:35,CW2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 13:15:32,CA6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 16:47:13,M14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 17:58:20,M3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 18:15:39,L39,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 18:15:39,L39,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 19:41:37,PR3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-18 20:12:21,PR4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 00:00:00,FY2 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-19 00:00:00,L12 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-19 00:00:00,M21 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-19 00:00:00,PR7 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-19 00:00:00,PR8 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-19 00:00:00,WA1 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-19 00:00:00,WA4 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-19 00:00:00,WN8 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-19 00:00:00,BB1 8,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-19 09:29:30,CH43,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 10:54:47,OL7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 11:21:00,OL11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 15:15:01,M24,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 15:15:01,M24,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 15:42:59,PR8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 15:42:59,PR8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 15:42:59,PR8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 15:46:14,BB1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 16:03:31,SK1,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-19 18:23:58,L32,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 00:00:00,BB2 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,BB7 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,BL0 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,FY7 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,FY7 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,L13 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,M26 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,M38 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,M41 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,SK14 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,SK15 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,SK2 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,SK4 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,WA12 8,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-20 00:00:00,BB9 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-20 00:00:00,BL9 5,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-20 00:00:00,CA12 4,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-20 07:58:18,SK23,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 09:02:25,WA7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 09:37:05,L4,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 09:45:55,CW9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 10:12:10,M41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 11:08:02,LA1,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 11:17:20,CA14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 11:43:31,PR9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 11:54:24,FY3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 12:20:35,M8,Sewer,N,0.0,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 12:34:12,OL15,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 12:46:39,OL8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 12:56:14,BB9,Sewer,Y,94.46,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 13:25:05,PR5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 13:28:37,OL6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 13:28:37,OL6,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 13:28:37,OL6,Sewer,Y,120.84,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 13:30:07,BL9,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 14:36:26,PR5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 16:00:23,M41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 17:59:25,M41,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-20 19:24:19,WA2,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 00:00:00,BB10 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-21 00:00:00,BB12 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-21 00:00:00,BL1 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-21 00:00:00,L15 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-21 00:00:00,L4 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-21 00:00:00,LA13 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-21 00:00:00,WA7 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-21 00:00:00,WN1 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-21 00:00:00,L17 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-21 00:00:00,M12 6,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-21 08:41:53,OL8,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 09:44:04,WN7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 09:45:06,M14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 09:45:06,M14,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 10:47:12,,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 11:07:43,BL3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 11:07:43,BL3,Sewer,Y,153.22,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 12:16:03,PR25,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 13:09:47,LA13,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 13:59:51,FY1,Sewer,Y,150.0,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-04-21 14:12:24,CA11,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 15:06:20,BL1,Sewer,Y,85.95,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 15:06:20,BL1,Sewer,Y,85.95,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 15:30:13,M11,Sewer,Y,75.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 17:22:17,WA16,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-21 19:13:15,BL2,Sewer,Y,90.21,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 00:00:00,BB1 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,BL7 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,CH46 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,CH47 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,CW5 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,FY1 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,FY1 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,FY8 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,L20 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,L21 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,L30 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,L36 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,M24 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,M40 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,OL7 0,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,SK3 9,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,WA10 2,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,WA3 3,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,WA8 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-22 00:00:00,WA2 0,Sewer,N,0.0,Internal Flood,Private - Not UU,
2020-04-22 09:41:41,OL3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 10:29:46,OL12,Sewer,Y,192.33,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 10:38:58,FY7,Sewer,Y,156.22,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 11:19:43,CW7,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 11:51:13,L36,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 12:28:01,WA3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 13:47:33,L12,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 14:01:23,L26,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 14:58:45,L10,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 15:04:07,SK6,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 16:04:51,BB1,Sewer,Y,140.42,External,UU Responsibility,Moderate Spill - 26 to 50mm
2020-04-22 16:10:37,PR3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 16:10:37,PR3,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 16:31:41,M20,Sewer,Y,203.02,Internal,UU Responsibility,
2020-04-22 16:58:24,M33,Sewer,Y,209.35,Internal,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 16:58:24,M33,Sewer,Y,216.15,Internal,UU Responsibility,
2020-04-22 16:58:24,M33,Sewer,Y,224.66,Internal,UU Responsibility,Moderate Spill - 26 to 50mm
2020-04-22 17:28:06,L34,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 18:28:38,BB5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-22 18:28:38,BB5,Sewer,N,0.0,External,UU Responsibility,Minor Spill - 1 to 25mm
2020-04-23 00:00:00,BB10 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-23 00:00:00,FY1 6,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-23 00:00:00,L36 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-23 00:00:00,M22 4,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-23 00:00:00,PR5 5,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-23 00:00:00,WA11 7,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-23 00:00:00,WN7 1,Sewer,N,0.0,Curtilage Flood,Private - Not UU,
2020-04-23 00:00:00,M11 2,Sewer,N,0.0,Internal Flood,Private - Not UU,
