Postcode,Raised Date,Flooding Cause,Location Of Flooding
EX39 4,2022-11-16,Blockage - Fat,Garden/Yard
EX23 8,2022-11-17,Blockage - Paper rag,Garden/Yard
TR12 7,2022-11-17,Hydraulic Overload,Garden/Yard
PL18 9,2022-11-17,Blockage - Paper rag,Driveway
PL5 2,2022-11-17,Blockage - Paper rag,Garden/Yard
TQ12 1,2022-11-17,Blockage - Roots,Garden/Yard
PL12 5,2022-11-18,Blockage - Paper rag,Garden/Yard
TQ12 4,2022-11-18,Blockage - Paper rag,Garden/Yard
PL32 9,2022-11-18,Blockage - Paper rag,Garden/Yard
EX2 8,2022-11-19,Blockage - Non sewage debris,Garden/Yard
EX6 8,2022-11-19,Blockage - Non sewage debris,Garden/Yard
PL17 7,2022-11-19,Blockage - Fat,Garden/Yard
PL19 9,2022-11-19,Blockage - Roots,Garden/Yard
PL33 9,2022-11-19,Blockage - Paper rag,Garden/Yard
TQ6 9,2022-11-19,Blockage - Paper rag,Garden/Yard
EX39 3,2022-11-20,Hydraulic Overload,Garden/Yard
TR18 2,2022-11-21,Blockage - Paper rag,Garden/Yard
TQ14 9,2022-11-21,Blockage - Paper rag,Driveway
PL20 7,2022-11-21,Hydraulic Overload,Garden/Yard
TQ14 9,2022-11-21,Sewer Condition,Garden/Yard
PL24 2,2022-11-21,Hydraulic Overload,Garden/Yard
TR12 7,2022-11-21,Hydraulic Overload,Garden/Yard
PL13 2,2022-11-21,Blockage - Non sewage debris,Garden/Yard
TQ10 9,2022-11-21,Hydraulic Overload,Driveway
EX10 0,2022-11-21,Blockage - Paper rag,Driveway
PL4 6,2022-11-21,Hydraulic Overload,Garden/Yard
PL25 3,2022-11-21,Partial Collapse,Garden/Yard
TR8 4,2022-11-21,Blockage - Paper rag,Garden/Yard
EX12 2,2022-11-22,Blockage - Non sewage debris,Driveway
EX39 5,2022-11-22,Blockage - Paper rag,Garden/Yard
PL9 7,2022-11-22,Blockage - Paper rag,Garden/Yard
EX19 8,2022-11-22,Blockage - Roots,Garden/Yard
EX4 8,2022-11-23,Blockage - Non sewage debris,Garden/Yard
PL20 7,2022-11-23,Blockage - Paper rag,Garden/Yard
PL21 9,2022-11-23,Blockage - Paper rag,Garden/Yard
TR27 5,2022-11-23,Blockage - Fat,Driveway
TR11 2,2022-11-23,Blockage - Paper rag,Garden/Yard
PL27 7,2022-11-23,Pump Station Breakdown,Garden/Yard
EX39 1,2022-11-23,Blockage - Paper rag,Garden/Yard
TR8 4,2022-11-24,Blockage - Paper rag,Garden/Yard
PL26 7,2022-11-24,Pump Station Breakdown,Driveway
TR15 3,2022-11-24,Blockage - Non sewage debris,Garden/Yard
TR26 2,2022-11-24,Blockage - Non sewage debris,Garden/Yard
TR14 7,2022-11-24,Blockage - Paper rag,Garden/Yard
PL7 5,2022-11-24,Blockage - Fat,Garden/Yard
PL31 1,2022-11-24,Blockage - Non sewage debris,Garden/Yard
PL2 2,2022-11-24,Blockage - Paper rag,Garden/Yard
TR15 3,2022-11-25,Blockage - Paper rag,Driveway
EX39 2,2022-11-25,Blockage - Paper rag,Garden/Yard
PL26 8,2022-11-25,Blockage - Paper rag,Private Carpark
EX4 6,2022-11-25,Blockage - Paper rag,Garden/Yard
PL6 5,2022-11-25,Blockage - Paper rag,Driveway
PL24 2,2022-11-26,Blockage - Paper rag,Driveway
PL25 3,2022-11-26,Blockage - Fat,Garden/Yard
TQ10 9,2022-11-27,Hydraulic Overload,Driveway
PL20 7,2022-11-27,Blockage - Roots,Garden/Yard
PL19 9,2022-11-27,Blockage - Paper rag,Garden/Yard
EX11 1,2022-11-27,Blockage - Paper rag,Garden/Yard
EX12 2,2022-11-28,Blockage - Paper rag,Driveway
TQ2 6,2022-11-28,Blockage - Paper rag,Driveway
TR11 3,2022-11-28,Blockage - Roots,Garden/Yard
TQ13 0,2022-11-28,Collapse/Burst,Driveway
TA20 4,2022-11-28,Blockage - Roots,Garden/Yard
PL31 1,2022-11-29,Blockage - Roots,Garden/Yard
TQ1 1,2022-11-29,Blockage - Paper rag,Garden/Yard
PL14 3,2022-11-29,Blockage - Paper rag,Garden/Yard
TQ2 6,2022-11-29,Blockage - Paper rag,Garden/Yard
TQ2 6,2022-11-29,Blockage - Paper rag,Private Carpark
EX8 3,2022-11-29,Blockage - Paper rag,Garden/Yard
EX36 3,2022-11-30,Blockage - Paper rag,Garden/Yard
EX1 3,2022-11-30,Blockage - Fat,Garden/Yard
PL15 9,2022-11-30,Blockage - Paper rag,Garden/Yard
EX16 5,2022-11-30,Blockage - Fat,Garden/Yard
PL20 6,2022-11-30,Blockage - Paper rag,Garden/Yard
PL24 2,2022-11-30,Blockage - Paper rag,Garden/Yard
EX16 5,2022-11-30,Blockage - Fat,Garden/Yard
TR7 2,2022-12-01,Blockage - Non sewage debris,Garden/Yard
PL5 3,2022-12-01,Blockage - Non sewage debris,Garden/Yard
PL25 5,2022-12-01,Blockage - Paper rag,Garden/Yard
EX16 4,2022-12-01,Blockage - Paper rag,Garden/Yard
PL25 5,2022-12-01,Blockage - Paper rag,Garden/Yard
TQ2 8,2022-12-02,Blockage - Paper rag,Garden/Yard
PL18 9,2022-12-02,Blockage - Non sewage debris,Driveway
PL31 1,2022-12-02,Blockage - Paper rag,Garden/Yard
EX34 0,2022-12-03,Blockage - Paper rag,Garden/Yard
EX8 4,2022-12-03,Blockage - Paper rag,Garden/Yard
PL31 1,2022-12-03,Blockage - Paper rag,Garden/Yard
PL14 5,2022-12-03,Blockage - Paper rag,Driveway
EX14 4,2022-12-03,Blockage - Paper rag,Driveway
PL25 3,2022-12-03,Blockage - Non sewage debris,Driveway
PL25 3,2022-12-03,Blockage - Non sewage debris,Garden/Yard
TR11 4,2022-12-04,Blockage - Paper rag,Garden/Yard
PL30 3,2022-12-04,Blockage - Paper rag,Garden/Yard
TR1 3,2022-12-04,Blockage - Paper rag,Garden/Yard
PL21 0,2022-12-04,Blockage - Paper rag,Garden/Yard
PL25 3,2022-12-04,Blockage - Paper rag,Garden/Yard
EX21 5,2022-12-04,Blockage - Paper rag,Garden/Yard
PL6 5,2022-12-05,Blockage - Paper rag,Garden/Yard
EX20 3,2022-12-05,Blockage - Paper rag,Garden/Yard
TQ3 3,2022-12-05,Blockage - Paper rag,Garden/Yard
TR11 4,2022-12-05,Blockage - Roots,Garden/Yard
EX32 0,2022-12-05,Blockage - Paper rag,Garden/Yard
PL26 8,2022-12-05,Blockage - Paper rag,Garden/Yard
PL15 9,2022-12-06,Blockage - Paper rag,Garden/Yard
TR11 2,2022-12-06,Blockage - Paper rag,Garden/Yard
TQ9 5,2022-12-06,Blockage - Non sewage debris,Driveway
EX34 0,2022-12-06,Blockage - Non sewage debris,Garden/Yard
EX16 7,2022-12-06,Blockage - Non sewage debris,Garden/Yard
PL25 5,2022-12-06,Blockage - Paper rag,Garden/Yard
PL12 6,2022-12-07,Blockage - Non sewage debris,Garden/Yard
TQ12 5,2022-12-07,Blockage - Paper rag,Driveway
PL19 9,2022-12-07,Blockage - Paper rag,Garden/Yard
EX8 2,2022-12-07,Blockage - Paper rag,Driveway
EX13 7,2022-12-07,Blockage - Non sewage debris,Garden/Yard
TR8 4,2022-12-08,Blockage - Non sewage debris,Driveway
TQ4 7,2022-12-08,Blockage - Paper rag,Garden/Yard
EX10 9,2022-12-08,Blockage - Non sewage debris,Garden/Yard
PL5 4,2022-12-08,Blockage - Paper rag,Garden/Yard
PL25 3,2022-12-08,Partial Collapse,Garden/Yard
TR8 4,2022-12-08,Blockage - Non sewage debris,Garden/Yard
PL11 2,2022-12-09,Sewer Condition,Garden/Yard
PL27 6,2022-12-09,Blockage - Paper rag,Driveway
EX4 6,2022-12-09,Blockage - Roots,Garden/Yard
TR14 0,2022-12-09,Blockage - Paper rag,Garden/Yard
TR1 1,2022-12-10,Blockage - Roots,Garden/Yard
TQ2 8,2022-12-12,Blockage - Paper rag,Garden/Yard
TR16 4,2022-12-12,Blockage - Non sewage debris,Garden/Yard
PL2 1,2022-12-12,Sewer Condition,Garden/Yard
PL7 1,2022-12-12,Blockage - Paper rag,Garden/Yard
PL9 7,2022-12-13,Blockage - Paper rag,Garden/Yard
TQ5 9,2022-12-13,Blockage - Fat,Garden/Yard
EX10 8,2022-12-13,Blockage - Paper rag,Garden/Yard
PL24 2,2022-12-13,Blockage - Non sewage debris,Garden/Yard
TA20 2,2022-12-13,Blockage - Non sewage debris,Garden/Yard
EX8 4,2022-12-13,Blockage - Paper rag,Driveway
TR7 2,2022-12-14,Blockage - Paper rag,Garden/Yard
TQ5 0,2022-12-14,Blockage - Paper rag,Garden/Yard
PL22 0,2022-12-14,Blockage - Non sewage debris,Garden/Yard
TR11 5,2022-12-14,Blockage - Roots,Garden/Yard
TR1 3,2022-12-15,Blockage - Paper rag,Driveway
PL25 5,2022-12-15,Blockage - Paper rag,Garden/Yard
PL21 0,2022-12-15,Blockage - Roots,Garden/Yard
PL19 9,2022-12-15,Blockage - Paper rag,Garden/Yard
EX38 7,2022-12-15,Blockage - Fat,Garden/Yard
PL7 1,2022-12-15,Blockage - Paper rag,Garden/Yard
PL19 9,2022-12-15,Blockage - Paper rag,Garden/Yard
PL13 1,2022-12-16,Blockage - Paper rag,Garden/Yard
TQ9 5,2022-12-16,Blockage - Paper rag,Private Carpark
TQ13 0,2022-12-16,Blockage - Paper rag,Driveway
TR13 0,2022-12-17,Blockage - Paper rag,Garden/Yard
TR3 6,2022-12-17,Blockage - Paper rag,Driveway
TQ12 3,2022-12-18,Blockage - Paper rag,Garden/Yard
TR13 8,2022-12-18,Blockage - Paper rag,Garden/Yard
EX11 1,2022-12-18,Blockage - Non sewage debris,Garden/Yard
TR10 8,2022-12-18,Blockage - Paper rag,Garden/Yard
EX23 9,2022-12-18,Collapse/Burst,Garden/Yard
TR3 6,2022-12-18,Blockage - Non sewage debris,Garden/Yard
EX8 3,2022-12-18,Blockage - Non sewage debris,Garden/Yard
TR17 0,2022-12-18,Blockage - Paper rag,Garden/Yard
PL4 6,2022-12-18,Hydraulic Overload,Garden/Yard
TR17 0,2022-12-18,Blockage - Paper rag,Garden/Yard
EX16 6,2022-12-19,Blockage - Paper rag,Garden/Yard
TQ10 9,2022-12-19,Hydraulic Overload,Driveway
PL13 2,2022-12-19,Blockage - Paper rag,Garden/Yard
PL24 2,2022-12-19,Blockage - Paper rag,Garden/Yard
EX38 7,2022-12-19,Blockage - Paper rag,Garden/Yard
TQ5 9,2022-12-19,Blockage - Paper rag,Garden/Yard
PL26 8,2022-12-19,Blockage - Paper rag,Garden/Yard
EX39 3,2022-12-19,Blockage - Paper rag,Driveway
TR19 6,2022-12-19,Blockage - Paper rag,Garden/Yard
TR19 6,2022-12-19,Blockage - Paper rag,Garden/Yard
EX38 7,2022-12-19,Blockage - Paper rag,Garden/Yard
EX33 2,2022-12-20,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
TR12 7,2022-12-20,Hydraulic Overload,Garden/Yard
PL19 9,2022-12-20,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
PL21 0,2022-12-20,Blockage - Paper rag,Garden/Yard
PL6 8,2022-12-20,Blockage - Roots,Driveway
TQ1 3,2022-12-20,Blockage - Paper rag,Garden/Yard
TQ7 3,2022-12-20,Blockage - Paper rag,Garden/Yard
PL30 5,2022-12-20,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
PL1 4,2022-12-20,Blockage - Paper rag,Garden/Yard
PL24 2,2022-12-20,Blockage - Paper rag,Garden/Yard
PL13 2,2022-12-20,Blockage - Non sewage debris,Garden/Yard
EX39 4,2022-12-20,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
PL31 1,2022-12-20,Blockage - Non sewage debris,Driveway
PL7 1,2022-12-20,Blockage - Paper rag,Garden/Yard
PL14 3,2022-12-20,Blockage - Paper rag,Garden/Yard
PL14 4,2022-12-20,Pump Station Breakdown,Garden/Yard
TQ4 5,2022-12-20,Blockage - Paper rag,Driveway
PL5 3,2022-12-20,Blockage - Paper rag,Garden/Yard
TR8 4,2022-12-21,Blockage - Fat,Driveway
PL14 4,2022-12-21,Blockage - Non sewage debris,Garden/Yard
EX16 4,2022-12-21,Blockage - Non sewage debris,Garden/Yard
EX4 8,2022-12-21,Blockage - Paper rag,Garden/Yard
EX4 4,2022-12-21,Blockage - Non sewage debris,Garden/Yard
PL26 8,2022-12-21,Blockage - Non sewage debris,Garden/Yard
TQ12 3,2022-12-21,Blockage - Non sewage debris,Garden/Yard
TQ5 0,2022-12-21,Blockage - Paper rag,Driveway
PL26 7,2022-12-22,Blockage - Paper rag,Garden/Yard
TQ3 3,2022-12-22,Blockage - Paper rag,Garden/Yard
TQ1 4,2022-12-22,Blockage - Paper rag,Garden/Yard
PL31 2,2022-12-22,Blockage - Paper rag,Garden/Yard
TQ4 7,2022-12-22,Blockage - Paper rag,Garden/Yard
TQ3 1,2022-12-23,Blockage - Roots,Garden/Yard
TQ14 9,2022-12-23,Blockage - Paper rag,Driveway
TR15 3,2022-12-23,Blockage - Paper rag,Driveway
TR12 7,2022-12-23,Blockage - Paper rag,Garden/Yard
PL25 3,2022-12-23,Blockage - Non sewage debris,Garden/Yard
TR11 4,2022-12-23,Blockage - Roots,Garden/Yard
TQ4 6,2022-12-23,Blockage - Paper rag,Garden/Yard
EX1 3,2022-12-24,Blockage - Paper rag,Garden/Yard
TR5 0,2022-12-24,Blockage - Non sewage debris,Garden/Yard
TQ1 4,2022-12-24,Blockage - Paper rag,Garden/Yard
PL14 5,2022-12-24,Blockage - Paper rag,Garden/Yard
PL25 4,2022-12-25,Blockage - Paper rag,Driveway
EX8 4,2022-12-26,Blockage - Paper rag,Garden/Yard
EX39 3,2022-12-26,Blockage - Paper rag,Garden/Yard
TQ3 2,2022-12-26,Blockage - Non sewage debris,Garden/Yard
EX38 8,2022-12-27,Partial Collapse,Garden/Yard
EX36 4,2022-12-27,Blockage - Paper rag,Garden/Yard
EX22 6,2022-12-27,Blockage - Paper rag,Garden/Yard
EX4 4,2022-12-27,Blockage - Roots,Garden/Yard
TR19 7,2022-12-28,Blockage - Non sewage debris,Garden/Yard
PL25 3,2022-12-28,Blockage - Non sewage debris,Garden/Yard
PL30 3,2022-12-28,Blockage - Paper rag,Garden/Yard
EX38 7,2022-12-28,Blockage - Paper rag,Driveway
PL7 2,2022-12-28,Blockage - Paper rag,Garden/Yard
EX4 4,2022-12-28,Blockage - Fat,Garden/Yard
PL6 6,2022-12-28,Blockage - Non sewage debris,Garden/Yard
PL26 6,2022-12-28,Blockage - Non sewage debris,Garden/Yard
TQ1 1,2022-12-28,Blockage - Paper rag,Garden/Yard
PL22 0,2022-12-29,Blockage - Paper rag,Garden/Yard
EX14 2,2022-12-29,Blockage - Paper rag,Driveway
TQ13 8,2022-12-29,Blockage - Paper rag,Garden/Yard
PL31 2,2022-12-29,Blockage - Paper rag,Garden/Yard
PL30 3,2022-12-29,Blockage - Paper rag,Garden/Yard
EX11 1,2022-12-29,Blockage - Non sewage debris,Garden/Yard
PL21 0,2022-12-29,Blockage - Paper rag,Garden/Yard
EX39 3,2022-12-29,Blockage - Paper rag,Garden/Yard
PL14 5,2022-12-29,Blockage - Paper rag,Garden/Yard
PL3 5,2022-12-29,Collapse/Burst,Detached Garage/Store (& garages without internal connecting door to property)
EX7 0,2022-12-29,Blockage - Non sewage debris,Garden/Yard
EX1 2,2022-12-29,Blockage - Roots,Garden/Yard
TQ2 7,2022-12-29,Blockage - Paper rag,Garden/Yard
PL14 3,2022-12-30,Blockage - Non sewage debris,Garden/Yard
TR3 7,2022-12-30,Blockage - Fat,Garden/Yard
TQ12 1,2022-12-31,Blockage - Roots,Driveway
PL19 9,2022-12-31,Blockage - Non sewage debris,Garden/Yard
TQ12 5,2022-12-31,Blockage - Paper rag,Driveway
TR27 5,2022-12-31,Blockage - Non sewage debris,Garden/Yard
EX14 1,2022-12-31,Blockage - Roots,Garden/Yard
TR16 4,2022-12-31,Blockage - Paper rag,Garden/Yard
TQ7 1,2022-12-31,Blockage - Paper rag,Garden/Yard
PL26 6,2022-12-31,Blockage - Paper rag,Garden/Yard
TQ6 9,2022-12-31,Hydraulic Overload,Private Carpark
TQ10 9,2022-12-31,Hydraulic Overload,Driveway
PL25 3,2022-12-31,Blockage - Paper rag,Garden/Yard
TQ2 6,2022-12-31,Blockage - Roots,Garden/Yard
TR15 3,2022-12-31,Hydraulic Overload,Garden/Yard
EX16 6,2022-12-31,Blockage - Non sewage debris,Garden/Yard
TR27 5,2022-12-31,Blockage - Non sewage debris,Driveway
PL13 1,2023-01-01,Blockage - Paper rag,Driveway
PL21 9,2023-01-01,Blockage - Paper rag,Driveway
PL25 3,2023-01-01,Blockage - Non sewage debris,Garden/Yard
TR10 8,2023-01-01,Blockage - Paper rag,Garden/Yard
PL34 0,2023-01-01,Blockage - Paper rag,Driveway
TR20 8,2023-01-01,Blockage - Paper rag,Garden/Yard
TQ7 4,2023-01-02,Hydraulic Overload,Garden/Yard
EX4 5,2023-01-02,Blockage - Paper rag,Driveway
PL9 9,2023-01-02,Blockage - Roots,Garden/Yard
TR7 1,2023-01-02,Blockage - Paper rag,Driveway
EX15 3,2023-01-02,Blockage - Non sewage debris,Garden/Yard
EX11 1,2023-01-02,Blockage - Paper rag,Garden/Yard
PL25 3,2023-01-02,Blockage - Paper rag,Garden/Yard
PL13 2,2023-01-02,Blockage - Non sewage debris,Garden/Yard
TR13 0,2023-01-02,Blockage - Roots,Garden/Yard
PL19 9,2023-01-03,Partial Collapse,Driveway
EX13 7,2023-01-03,Blockage - Roots,Garden/Yard
EX33 2,2023-01-03,Blockage - Paper rag,Garden/Yard
TR16 4,2023-01-03,Blockage - Roots,Garden/Yard
TR3 7,2023-01-03,Hydraulic Overload,Driveway
TR26 2,2023-01-03,Blockage - Paper rag,Garden/Yard
TR3 6,2023-01-03,Collapse/Burst,Garden/Yard
PL26 8,2023-01-03,Blockage - Paper rag,Garden/Yard
PL20 6,2023-01-03,Hydraulic Overload,Driveway
PL12 6,2023-01-03,Blockage - Paper rag,Driveway
PL28 8,2023-01-03,Blockage - Paper rag,Garden/Yard
TR27 6,2023-01-03,Blockage - Paper rag,Garden/Yard
TR16 5,2023-01-04,Hydraulic Overload,Detached Garage/Store (& garages without internal connecting door to property)
PL25 3,2023-01-04,Blockage - Non sewage debris,Driveway
EX37 9,2023-01-04,Blockage - Fat,Garden/Yard
EX31 4,2023-01-04,Blockage - Paper rag,Garden/Yard
EX39 3,2023-01-05,Blockage - Fat,Garden/Yard
PL7 2,2023-01-05,Hydraulic Overload,Garden/Yard
PL26 7,2023-01-05,Blockage - Paper rag,Garden/Yard
PL18 9,2023-01-05,Blockage - Roots,Garden/Yard
PL17 7,2023-01-06,Blockage - Non sewage debris,Driveway
TQ14 8,2023-01-06,Blockage - Paper rag,Garden/Yard
TQ5 9,2023-01-06,Blockage - Roots,Garden/Yard
PL14 5,2023-01-06,Blockage - Paper rag,Garden/Yard
EX39 3,2023-01-06,Suspected Hydraulic Overload,Garden/Yard
PL25 3,2023-01-06,Blockage - Non sewage debris,Private Carpark
PL26 6,2023-01-06,Blockage - Paper rag,Garden/Yard
PL13 1,2023-01-07,Blockage - Paper rag,Garden/Yard
EX8 4,2023-01-07,Blockage - Paper rag,Garden/Yard
TR3 7,2023-01-07,Hydraulic Overload,Driveway
PL19 9,2023-01-07,Hydraulic Overload,Garden/Yard
EX12 2,2023-01-07,Blockage - Paper rag,Garden/Yard
TR27 5,2023-01-07,Blockage - Paper rag,Garden/Yard
TQ7 2,2023-01-07,Blockage - Paper rag,Garden/Yard
PL7 2,2023-01-08,Blockage - Paper rag,Garden/Yard
TQ2 7,2023-01-08,Blockage - Non sewage debris,Garden/Yard
TR27 5,2023-01-08,Blockage - Paper rag,Garden/Yard
PL14 6,2023-01-08,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
EX23 9,2023-01-08,Blockage - Roots,Garden/Yard
TR3 7,2023-01-08,Hydraulic Overload,Garden/Yard
TR11 4,2023-01-08,Blockage - Paper rag,Garden/Yard
PL23 1,2023-01-09,Blockage - Non sewage debris,Garden/Yard
TQ9 6,2023-01-09,Blockage - Paper rag,Private Carpark
TQ7 4,2023-01-09,Blockage - Fat,Garden/Yard
PL9 7,2023-01-09,Blockage - Paper rag,Garden/Yard
PL1 5,2023-01-09,Blockage - Paper rag,Garden/Yard
EX6 8,2023-01-09,Blockage - Paper rag,Garden/Yard
PL25 4,2023-01-09,Blockage - Non sewage debris,Garden/Yard
EX1 3,2023-01-09,Blockage - Paper rag,Garden/Yard
EX39 1,2023-01-09,Blockage - Paper rag,Garden/Yard
PL21 9,2023-01-09,Blockage - Paper rag,Garden/Yard
TQ4 7,2023-01-09,Blockage - Paper rag,Garden/Yard
EX6 6,2023-01-10,Pump Station Breakdown,Garden/Yard
EX7 0,2023-01-10,Blockage - Roots,Garden/Yard
PL27 7,2023-01-10,Blockage - Paper rag,Garden/Yard
TR11 4,2023-01-11,Blockage - Paper rag,Garden/Yard
PL3 6,2023-01-11,Blockage - Fat,Garden/Yard
EX34 9,2023-01-11,Hydraulic Overload,Garden/Yard
EX39 1,2023-01-11,Blockage - Non sewage debris,Garden/Yard
PL14 5,2023-01-11,Blockage - Paper rag,Garden/Yard
PL20 7,2023-01-11,Blockage - Paper rag,Driveway
PL26 6,2023-01-11,Blockage - Paper rag,Garden/Yard
EX31 2,2023-01-11,Hydraulic Overload,Garden/Yard
EX31 3,2023-01-11,Hydraulic Overload,Garden/Yard
TR3 7,2023-01-12,Hydraulic Overload,Driveway
EX10 9,2023-01-12,Blockage - Roots,Garden/Yard
TQ3 1,2023-01-12,Blockage - Non sewage debris,Driveway
PL13 2,2023-01-12,Blockage - Paper rag,Garden/Yard
PL1 4,2023-01-12,Blockage - Paper rag,Garden/Yard
PL24 2,2023-01-12,Blockage - Paper rag,Garden/Yard
PL25 5,2023-01-13,Blockage - Non sewage debris,Garden/Yard
EX31 4,2023-01-13,Equipment Failure,Garden/Yard
PL21 0,2023-01-13,Blockage - Fat,Garden/Yard
TQ9 6,2023-01-13,Suspected Hydraulic Overload,Private Carpark
EX8 5,2023-01-13,Blockage - Paper rag,Garden/Yard
EX33 2,2023-01-13,Blockage - Paper rag,Garden/Yard
TQ3 2,2023-01-13,Blockage - Non sewage debris,Driveway
PL5 3,2023-01-13,Blockage - Paper rag,Garden/Yard
EX39 3,2023-01-13,Blockage - Non sewage debris,Garden/Yard
PL5 4,2023-01-13,Blockage - Paper rag,Garden/Yard
TQ12 4,2023-01-13,Blockage - Paper rag,Garden/Yard
TQ12 4,2023-01-13,Blockage - Paper rag,Garden/Yard
TQ12 4,2023-01-14,Blockage - Paper rag,Garden/Yard
EX39 3,2023-01-14,Blockage - Paper rag,Garden/Yard
TQ13 0,2023-01-14,Blockage - Paper rag,Garden/Yard
EX39 1,2023-01-14,Hydraulic Overload,Garden/Yard
TQ9 5,2023-01-14,Blockage - Non sewage debris,Private Carpark
TQ5 0,2023-01-14,Blockage - Paper rag,Garden/Yard
EX32 8,2023-01-14,Blockage - Roots,Garden/Yard
TR3 7,2023-01-14,Hydraulic Overload,Driveway
TR15 3,2023-01-14,Hydraulic Overload,Garden/Yard
EX6 7,2023-01-14,Hydraulic Overload,Driveway
TR3 7,2023-01-14,Hydraulic Overload,Driveway
TR11 3,2023-01-14,Blockage - Paper rag,Garden/Yard
TR16 5,2023-01-14,Blockage - Non sewage debris,Garden/Yard
PL14 5,2023-01-14,Blockage - Paper rag,Garden/Yard
TR3 7,2023-01-15,Hydraulic Overload,Driveway
PL12 6,2023-01-15,Blockage - Paper rag,Garden/Yard
PL12 6,2023-01-15,Blockage - Paper rag,Garden/Yard
EX32 8,2023-01-15,Blockage - Non sewage debris,Garden/Yard
PL25 4,2023-01-15,Blockage - Paper rag,Garden/Yard
PL26 7,2023-01-15,Blockage - Non sewage debris,Garden/Yard
TQ13 7,2023-01-15,Blockage - Paper rag,Garden/Yard
TR18 5,2023-01-15,Blockage - Non sewage debris,Garden/Yard
PL5 3,2023-01-15,Blockage - Paper rag,Garden/Yard
TR27 5,2023-01-16,Hydraulic Overload,Garden/Yard
TQ14 0,2023-01-16,Hydraulic Overload,Garden/Yard
TQ14 9,2023-01-16,Blockage - Paper rag,Garden/Yard
TR15 3,2023-01-16,Blockage - Non sewage debris,Garden/Yard
EX4 4,2023-01-16,Blockage - Roots,Garden/Yard
TR10 8,2023-01-16,Hydraulic Overload,Driveway
TQ14 9,2023-01-16,Blockage - Paper rag,Garden/Yard
EX4 1,2023-01-16,Blockage - Paper rag,Garden/Yard
TQ12 6,2023-01-16,Blockage - Roots,Garden/Yard
EX23 0,2023-01-16,Blockage - Paper rag,Garden/Yard
TR15 3,2023-01-16,Hydraulic Overload,Garden/Yard
PL14 6,2023-01-16,Blockage - Paper rag,Garden/Yard
TR12 7,2023-01-16,Hydraulic Overload,Garden/Yard
DT7 3,2023-01-16,Blockage - Non sewage debris,Garden/Yard
TQ14 9,2023-01-16,Blockage - Fat,Garden/Yard
PL29 3,2023-01-16,Blockage - Paper rag,Garden/Yard
TR26 2,2023-01-16,Blockage - Paper rag,Garden/Yard
TR6 0,2023-01-16,Blockage - Paper rag,Detached Garage/Store (& garages without internal connecting door to property)
EX4 2,2023-01-17,Blockage - Roots,Garden/Yard
TQ7 2,2023-01-17,Hydraulic Overload,Private Carpark
EX14 1,2023-01-17,Blockage - Paper rag,Garden/Yard
EX10 9,2023-01-17,Blockage - Roots,Driveway
TR11 4,2023-01-17,Blockage - Paper rag,Garden/Yard
TR3 7,2023-01-18,Hydraulic Overload,Driveway
TR15 3,2023-01-18,Blockage - Paper rag,Garden/Yard
PL5 1,2023-01-18,Blockage - Silt,Private Carpark
PL6 6,2023-01-18,Blockage - Paper rag,Garden/Yard
EX7 9,2023-01-18,Blockage - Paper rag,Garden/Yard
PL11 2,2023-01-19,Blockage - Paper rag,Garden/Yard
TQ9 6,2023-01-19,Blockage - Paper rag,Garden/Yard
EX5 2,2023-01-19,Blockage - Paper rag,Garden/Yard
PL27 6,2023-01-19,Blockage - Roots,Garden/Yard
PL7 2,2023-01-19,Blockage - Paper rag,Garden/Yard
EX1 3,2023-01-19,Blockage - Paper rag,Garden/Yard
EX5 2,2023-01-19,Blockage - Paper rag,Garden/Yard
EX17 1,2023-01-20,Blockage - Paper rag,Garden/Yard
TQ4 5,2023-01-20,Blockage - Paper rag,Driveway
PL27 7,2023-01-20,Blockage - Roots,Garden/Yard
TR1 3,2023-01-20,Blockage - Paper rag,Garden/Yard
PL27 7,2023-01-20,Sewer Condition,Garden/Yard
EX39 1,2023-01-21,Blockage - Roots,Garden/Yard
EX4 2,2023-01-21,Blockage - Roots,Garden/Yard
